sourceTweetID     , K                        , r                     , t0                    , final_reactions, data_points
576855819125432321,        5.211870242360381 , 0.03167894391536263   , 16.472270476277565    ,               5,           4
576831447299796994,       16.34188006283879  , 0.02015152248671616   , 82.65550603758437     ,              19,          12
576829262927413248,        8.073987814588758 , 0.023354494087459304  , 18.013256459222035    ,               8,           5
576796432730071040,       14.085341996973758 , 0.1352267458619662    , 6.38190966701182      ,              15,           5
576344611519614976,        7.343155149997001 , 0.029121961595543026  , 28.525722079695974    ,               9,           7
576321916593659904,       16.454689354937788 , 0.00429181561320378   , 199.7501606426637     ,              12,           5
576349360767807488,        8.108905865266    , 0.08608768630373305   , 19.015635407543595    ,               7,           4
576323086888361984,        6.55705449689268  , 0.010250926121091367  , -8.891466802504311    ,               7,           5
576225987119198208,        4.500024487633957 , 0.09160927902059059   , 182.43502544722747    ,               5,           5
576382568586706944,        9.19209968700692  , 0.04394829966321586   , -14.98079456201251    ,               9,           4
576789978795155457,        9.13192156428277  , 0.033276915446408345  , 35.24778430498394     ,               5,           4
576513463738109954,        7.955053530037069 , 0.03280629943527353   , 5.954793422722866     ,               8,           5
576483978363973632,      301.6352502166672   , 0.004135530190703584  , 902.9340448410765     ,              11,           5
576794571629166592,       11.637478248295508 , 0.012609441297858117  , 98.09559464955119     ,              10,           6
576833924736892928,       19.227015539893916 , 0.11087077119847379   , 21.719720161073003    ,              19,           7
576820722426839040,        8.795035030132771 , 0.0030634304955815253 , 144.94887402910066    ,               8,           6
576813256905486336,        9.479750981539159 , 0.11970524824156988   , 13.817962541002636    ,              10,           6
576319105965359105,    48092.47187922083     , 0.003102186339549205  , 3112.9341727533442    ,               6,           4
576475228928385024,       12.297991934489149 , 0.012116008549518236  , 121.04365388674029    ,              13,          10
576775762461745152,        5.737624360238559 , 0.10877589744407208   , 4.450191856816497     ,               6,           4
544277607723048961,       11.568509927224254 , 0.10704254511700517   , 2.526778827896509     ,              11,           4
544327278469988352,       16.622021782894066 , 0.2482346895206859    , 1.2664136940810817    ,              17,           4
544445607717261314,       17.27604173045868  , 0.05937787361807364   , -2.617122028550114    ,              18,           7
544309113694740480,       21.697689282980622 , 0.07342958665478123   , -7.295758105119935    ,              22,           5
544390718253699072,       10.41985951003431  , 0.08796655512595859   , 12.79089843809441     ,              11,           6
544477048048082945,       23.87060497208582  , 0.0659545353308015    , -11.663626464436629   ,              24,           6
544346107900207105,       22.960998994089934 , 0.04925843543282658   , 7.145149443727987     ,              23,           5
544512078518968320,       19.91594227800002  , 0.17061081036044123   , -0.07989665492300499  ,              20,           4
544410806167678976,       28.095335030181687 , 0.09238338743069696   , 7.973166957615611     ,              30,           9
544435863946416129,        9.044501535927148 , 0.09411934021424401   , 7.51234166055807      ,               9,           5
544425494763302913,        8.760632028448521 , 0.024979825037144788  , 8.89881752714171      ,               9,           6
544330174351679489,       25.179007075495413 , 0.04834160205380832   , 1.9757439652276099    ,              26,           8
544427255439425536,        7.04588414854947  , 0.016226581015552733  , 10.359601499656003    ,               7,           5
544430900235075584,       15.032039500620984 , 0.03800862908582062   , 1142.659636038427     ,              15,           9
544357935439417345,       12.53977273852992  , 0.027564138443266606  , 72.2424458068662      ,              14,          11
544363222296297473,       16.422149923451368 , 0.043666193670108815  , 8.892195385657327     ,              16,           7
544519284740079616,       20.302054633330503 , 0.038984318756571136  , -8.964185977429022    ,              20,           7
544394858405060608,       18.118592763622097 , 0.01854291675852018   , 29.50473430801746     ,              18,           8
544444539092488192,   657523.4967584499      , 0.0015333887229192847 , 7053.236257739893     ,              37,          10
544496062321664001,       25.32575165336865  , 0.04486331325956916   , 14.87986276045713     ,              26,          10
544418204508893184,        8.646606758146145 , 0.024469582362294663  , 83.20901904374509     ,               9,           7
544354418938740736,       61.13972054573633  , 0.009662718619497065  , 308.5039029769221     ,              27,           7
544288009747566592,       16.78563886967512  , 0.03947932816456114   , -7.819669138574893    ,              17,           7
544452299641192448,       56.96996772478927  , 0.0020459133735036676 , 663.1293580467581     ,              59,          28
544287332061298688,        3.9691114667979073, 0.05153458041487581   , 15.262455709279125    ,               4,           4
544268900351766528,        9.04083976144677  , 0.010268361024019     , 91.77246409291759     ,               9,           8
544427042616254465,       15.556142074558661 , 0.010479460112517188  , 233.51314286243783    ,              16,          11
544427216516698113,       19.572854147834544 , 0.00902669124917155   , -71.7623428123508     ,              19,           7
544337689676636161,       16.13165089537997  , 0.037522044557822085  , 13.632902555321305    ,              16,           8
544515671347200001,       19.291665596646812 , 0.010057638314084325  , 338.3049731040398     ,              20,          16
544494312206000128,       20.759192127286028 , 0.019520413900511166  , 29.293415423390577    ,              20,           8
544484515742482432,       22.407491317131527 , 0.07459889575749246   , -6.52457990472109     ,              22,           4
544311814649942016,       12.284081286510498 , 0.08451134071072376   , -0.038837639122320425 ,              12,           4
544432946841538560,       24.8667581051401   , 0.08629834754382605   , 24.306929142122673    ,              26,           9
544283374911627264,   298124.7070889495      , 0.0007104511791790626 , 13350.116987828398    ,              72,          24
544400801083686912,   356895.353880809       , 0.006535377264596189  , 1990.0059657743582    ,               4,           4
544516142983684097,       17.46360570843357  , 0.08904995530857795   , -9.057075984176455    ,              18,           5
544427543336464384,       22.839411288243685 , 0.04707945913339375   , -14.8553871827039     ,              22,           5
544330052796559360,       27.400367679047474 , 0.06800508612033733   , 1.5434381298536484    ,              29,           7
544334623023452160,       38.90786844193611  , 0.10033623986775526   , 1.8217885247329737    ,              38,           5
544368246271406080,       19.90434181019875  , 0.09054687943447931   , 6.324749465481847     ,              19,           5
544334431830286336,       11.425546218349014 , 0.0938450703365229    , 8.533498669196186     ,              12,           6
544464812621578243,       12.352708884386772 , 0.006930513131018119  , -12.07362499904032    ,              12,           7
544349773676179456,       42.56305950612559  , 0.010787410850441638  , 28.11941485476824     ,              44,          14
544516739178827776,       13.861637448305425 , 0.28918518951214556   , 55.77724592954689     ,              16,           7
544308490840195072,       14.029684294027366 , 0.037472609940837245  , -9.560571338914947    ,              14,           6
544442068639416320,        8.059546203120568 , 0.01968598160152987   , -32.82775283169816    ,               8,           4
544408991649251329,   155667.1685834953      , 0.000219425832768324  , 40625.13411168967     ,              37,          17
544293177596067840,       19.332562694276344 , 0.01236756804616699   , -35.85013729795259    ,              20,           7
544395804190855168,       22.999999999997822 , 0.1                   , 405.0                 ,              24,           6
544478625383608320,       16.121210973528218 , 0.021264724530160487  , 66.15472440250271     ,              18,          13
544403564077260800,       15.791111365990417 , 0.026735043853619647  , 0.2886069821017244    ,              15,           6
544317139323473920,       17.921061287916807 , 0.022168219011880458  , 1.549082096125823     ,              18,           7
544508725420380160,       54.63450487222798  , 0.011136910779330428  , 127.67068083164472    ,              61,          27
544308793623207936,       38.1547715723201   , 0.017215125958747773  , 59.8324743908593      ,              41,          19
544293261506928640,        6.026646798059725 , 0.03263073176534007   , 20.892473691356873    ,               6,           4
544329251487756288,       23.022748148663066 , 0.12578612022649222   , 9.071457512198169     ,              26,           6
544495066258362368,       48.56024576852487  , 0.050489272732824365  , 14.219274561278175    ,              48,          10
544328673097039873,       19.56492054306854  , 0.13133947449258382   , 1.1491822999529198    ,              20,           5
544486142763347969,       27.136751573992438 , 0.009561560436178482  , 129.83712506711564    ,              26,          11
544518803225604096,  5707710.525791085       , 0.00034034643546699525, 38355.97949524002     ,              69,          35
544406832073416704,       26.000000000020606 , 0.1                   , 905.0                 ,              32,          16
544309893969092608,       10.46996669440202  , 0.029984488871323007  , -3.5089856491862808   ,              10,           5
544412083714928640,       27.628299621999567 , 0.023007424358231606  , 66.19115135509541     ,              27,          14
544306616137293824,       39.1619185996872   , 0.011812686882270839  , 135.32966392777504    ,              39,          20
544458083129229312,       19.247541460564555 , 0.047529555389601436  , 45.432198940404234    ,              19,           9
544435685864660992,       38.13891495187301  , 0.06858515344477675   , 32.51998570232808     ,              38,           9
544470398881259520,       12.998131283677619 , 0.06537345119139537   , -1.006089857233254    ,              13,           5
544442448965947392,       10.865669796975514 , 0.023182218819711865  , 47.75543430633305     ,              11,           7
544458427263512576,       15.266503760904133 , 0.029713195152438334  , -32.56477944147821    ,              15,           4
544483913830531073,       11.47758646000469  , 0.016516286882265776  , 129.20086749140813    ,              11,          10
544415105358643200,       26.653194259908545 , 0.006587645495598254  , -66.09897410072489    ,              28,          10
544345465311879170,       40.31916691200278  , 0.01905814269604577   , 77.42529100405167     ,              28,          10
544319450569134081,       15.552944366516323 , 0.09482897063083259   , 11.317628446933165    ,              15,           5
544517500118249472,       33.47373324173545  , 0.019204555571067965  , 68.03062332129818     ,              34,          11
544276027644850176,       45.66094001647465  , 0.022909062867370725  , 22.362817355960583    ,              49,          15
544504954334224384,       12.416800036115983 , 0.018848727915375296  , 33.155726479589106    ,              13,           9
544310691600302080,       21.451813805050936 , 0.13980257599912888   , -3.245152492563388    ,              22,           5
544519024156360704,       26.362859121149867 , 0.014574692460797643  , -67.0049415097416     ,              26,           5
544333302178799617,        7.968606306019066 , 0.0105598187278811    , 11.372145845412044    ,               8,           6
544477097016578048,   393188.59013389656     , 0.007855619245745508  , 1373.7820236162524    ,              13,           5
544423787949600768,       18.136787299032633 , 0.10149054149027738   , 16.168065108529408    ,              21,          11
544421245698056194,        9.03098888487577  , 0.00751585537660775   , 179.10188213195596    ,              10,           8
544284599996526592,       19.037169898564013 , 0.014776692517314201  , 2.6750876637463463    ,              18,           7
544508543152304128,       33.10836060544511  , 0.02557649836424927   , -12.870388358937243   ,              33,           9
544476533302505472,       25.10916487373372  , 0.04107057008417033   , 14.577021730526257    ,              23,           8
544392801836728321,       15.529524792682812 , 0.08792469851549138   , 1.4471530995902537    ,              16,           5
544462911729455104,       17.44712885136056  , 0.03413127220250257   , 15.766853261595118    ,              19,          10
544476492281827328,        8.480058917871544 , 0.04831838020577836   , 8.297923876858734     ,               9,           6
544422134127525888,       28.083826221854217 , 0.0031855146032554755 , -70.24008544779197    ,              29,          14
544427461136502784,       25.847518459500787 , 0.05740588307698667   , 2.639114492150677     ,              26,           7
544434964985421824,        4.127071179805781 , 0.004112666425058862  , 231.1114253250896     ,               4,           4
544376469279875072,       27.175355729950653 , 0.016687483364028154  , 41.23740449099864     ,              31,          14
544288856263360512,        9.162047783447022 , 0.05191333820736134   , 6.377351524299671     ,              10,           6
544348632980676608,       40.680913801226026 , 0.03565979847754498   , -28.771955896910534   ,              43,           8
544354840042680320,       20.882890210187877 , 0.09826846879755503   , 19.91356616987551     ,              22,           9
544473507594113024,        8.104657239898179 , 0.06897025305768167   , 9.539287838051553     ,               8,           5
544508035113439232,        6.989892528455413 , 0.012353585548396951  , 67.77322579700807     ,               7,           5
544293069957259264,       11.507253436186025 , 0.07472622946857846   , -6.188618643201342    ,              12,           5
544434450918932480,       64.2813248278149   , 0.016924227719643078  , 141.17593416203124    ,              46,          18
544461231549992962,        8.74514826464017  , 0.18829049538191728   , 3.2721144154454023    ,               9,           4
544420067774316544,       33.9227908996459   , 0.0020720959981696116 , 589.808685784755      ,              20,           9
544468178961592321,       22.80700694851987  , 0.03058938453097267   , 18.928381480261695    ,              25,          13
544505447911149569,       20.015234513193214 , 0.258359355480955     , 1.5699531310593775    ,              21,           4
544338676835041280,       89.525050586081    , 0.013914577348851915  , 421.6896965230627     ,              92,          34
544319667364708352,       37.01085467551542  , 0.010829268997447532  , 15.054362950011033    ,              20,           4
544396608704901120,       12.921092001146631 , 0.11560520141598872   , -4.325359380994867    ,              13,           4
544309497041133568,       13.086674606055519 , 0.030959092357611448  , 290.02092640372865    ,              14,          11
544279950929321984,       20.227481538405524 , 0.14883272840833864   , 1.387827992088356     ,              21,           4
544429942323167233,       15.509325104929028 , 0.03278246370445966   , -12.16046531786415    ,              16,           7
544332519861022720,       16.870214789396304 , 0.10198188565249634   , -1.460652385762451    ,              17,           4
544483951524737024,       19.527721784681358 , 0.009204643051316935  , 115.87924089413688    ,              19,          10
544300256981430272,       18.589118266816786 , 0.08346443511275671   , 19.708232794045166    ,              18,           6
544497191155290112,       16.585958287390167 , 0.04913491576451793   , 5.339659282580964     ,              18,           9
544332847050670080,      350.06967660909766  , 0.021799030309795367  , 204.59854859469706    ,             342,          32
544502782267752449,       29.35134246823224  , 0.04527301936932975   , 6.504576203461643     ,              30,           9
544474138287812608,        8.999999999997819 , 0.1                   , 990.0                 ,              10,           6
544431559320014848,       39.07337836536628  , 0.061684684078052596  , 24.11009700012698     ,              43,          12
544401374675341312,       12.97734870241584  , 0.014889535512690582  , 4.604491463902705     ,              13,           7
544363471660277760,        6.896570035733603 , 0.09836905663224492   , 7.976596106242846     ,               7,           4
544466903364673536,       32.268759191239376 , 0.0440614448876761    , 31.989155778389094    ,              36,          15
544298959993200640,       24.77828802034809  , 0.016054220370280942  , 109.8418784984664     ,              28,          19
544520802339917824,       10.98808602857183  , 0.14953987424064813   , 3.6470947292360556    ,              11,           4
544475892685099008,   412297.14068203146     , 0.0020281961093011145 , 5607.326716765888     ,              11,           6
544515489016594432,    80571.80046738821     , 0.0026078724885859584 , 3412.938060498514     ,              15,           4
544513510450155520,       23.324800686955072 , 0.024944221591660227  , 42.7496043881512      ,              21,           8
544518859290464256,       15.4               , 0.12494873616245798   , 352.66666666665344    ,              18,          11
544334394912014336,       28.548154314717003 , 0.05151814027254825   , 18.483375149939274    ,              33,          13
544477802255630336,       18.132170482886405 , 0.044457567300041974  , 31.879921004472447    ,              20,          11
544401573968097280,        9.952882733599589 , 0.04409765899203344   , 35.827574216202756    ,              10,           7
544305999994421249,   488197.23155198497     , 0.016421718505890873  , 663.624109656055      ,              15,           4
544459137674125312,       17.123056677166247 , 0.01959196763151244   , 22.65346274729712     ,              18,           9
544407393451646976,       99.13635567724339  , 0.008512621884197972  , 89.31424143985237     ,             106,          24
544448652886818816,       10.503618056445973 , 0.05649962460503761   , 16.944459567887666    ,              12,           9
544296465619619840,       60.674021624521004 , 0.0024162717795081774 , 759.2946834124338     ,              54,          21
544345939054710785,       21.01685923341496  , 0.04500242714941004   , 5.959487093781405     ,              20,           7
544469609433563136,       28.461671625486634 , 0.018743595783064965  , 29.829472383336512    ,              29,          10
544317494379294721,      161.7753347399363   , 0.09751724491037048   , 16.229037734053747    ,             163,          11
544330861680664576,       23.928240161307897 , 0.0044649684752892495 , 165.92328865126692    ,              24,          13
544520949748752384,       27.382151394497026 , 0.033001349968145806  , 8.535904051012976     ,              30,          10
544387669766451200,        9.19983895134752  , 0.04077193831510239   , 15.772124967618833    ,              10,           7
544461661055098881,       18.411992784298054 , 0.006972297054452817  , 36.05657634352808     ,              20,           9
544408293192368128,       23.17111681061049  , 0.08731691965132969   , -4.747397759653823    ,              22,           4
544359670480379905,        5.0155598324725075, 0.08778150737954182   , 4.94042105443216      ,               5,           4
544402515085623296,       21.20448488771716  , 0.012388363104992074  , 166.81640983637513    ,              20,          13
544459886365376515,       20.989953769959214 , 0.0036810235141318515 , -538.0683730029906    ,              21,           4
544447054034919424,       21.866136686812002 , 0.08192605901667942   , 5.926236436720989     ,              23,           8
544429467968339970,        8.508240549816831 , 0.05469402094678013   , 2.1340258937119763    ,               9,           4
544425492971941888,       53.79417870432774  , 0.12752826801586983   , 8.932379731274505     ,              60,          10
544399649025433601,       53.120040968156914 , 0.03694872399337034   , 23.585707422481732    ,              55,          14
544404072179060736,       12.9608781878284   , 0.05319636609712457   , 23.370167139304932    ,              13,           7
544520434767503361,       25.663043353416043 , 0.1694484274946444    , 2.6242202531428442    ,              26,           4
544441034948636672,       14.9904694107335   , 0.08363612966451114   , -12.171235940423749   ,              15,           4
544436666661085184,        4.650066449371513 , 0.03467946096699749   , 35.06140788213351     ,               5,           4
544513035118075904,       27.471818748898094 , 0.1082888587768045    , -7.507269363434546    ,              28,           5
544500883963518976,       15.983185460462654 , 0.0732210202214792    , 11.785951907500127    ,              17,           8
544282714237448192,        7.910768291466661 , 0.02943004433631076   , -4.893972210865742    ,               8,           5
544410895602839552,        4.217504164892698 , 0.10050256081305482   , 161.0271152800258     ,               4,           4
544308749725626368,       39.85714658704035  , 0.01874038962404872   , 1736.1570247933162    ,              43,          16
544346261365600257,       50.352361674651895 , 0.07063726987973978   , 11.080522610961062    ,              57,          12
544405761925738496,       27.133768399351723 , 0.040511122509222015  , 22.00077590386134     ,              27,           8
544416436374892544,       24.88888888908259  , 0.08209805520853074   , 412.8404313195695     ,              20,           4
544283714751328256,       82.75242358793365  , 0.03170338142378241   , 39.99884573136293     ,              74,          11
544366723067957249,       21.9188476708943   , 0.056578173823116355  , 16.37257058624796     ,              24,           9
544293716140126208,       11.241500895104823 , 0.25025850078304945   , 22.21383818288834     ,              11,           4
544409869990633473,       22.008778787399258 , 0.03230192710194245   , 15.062842303927864    ,              24,          11
544292798887784449,   111673.8291918871      , 0.0034755261597577626 , 2923.509148869664     ,              10,           7
544497137221136384,       20.87492537752552  , 0.12755416950980275   , -7.416455270684243    ,              21,           4
544436330856329216,        7.830038016787276 , 0.03259917272621713   , 20.275976528609984    ,               8,           5
544328059482939392,       10.177829290682151 , 0.06637961081188433   , 9.249338565577325     ,              10,           5
544513407400304640,       18.026119112247002 , 0.09984820661313473   , 0.12194588720245174   ,              19,           6
544429514525507585,       16.24749377205314  , 0.09671312135108896   , 14.754221180067528    ,              16,           6
544435176479027200,       10.809966304590535 , 0.025007181168347725  , 7.530887088877886     ,              10,           5
544415156659175424,       32.851884689213314 , 0.02159197392339042   , 113.01815252427419    ,              13,           8
544410079043551232,       12.171442045373839 , 0.060852099133404856  , 4.9548923732269       ,              13,           7
544314020539289600,       29.760965938481142 , 0.007893179331544594  , 224.44109040030287    ,              20,          11
544421653128556544,       13.939699076424755 , 0.04497586296976832   , 18.373158107315614    ,              14,           7
544376532161298432,       19.007411581301486 , 0.03187060585149322   , 23.656856441757693    ,              19,           8
544393165101613056,       16.337987244579544 , 0.0122761095190731    , -3.0279935480602544   ,              17,           9
544288968624578560,       27.659251263490283 , 0.03278799668063614   , 8.952290051256961     ,              26,           8
544307589245587457,       18.64320113084076  , 0.018172443034222514  , 45.42032720185345     ,              19,          12
544355987608444929,       36.11301451906998  , 0.07896027725897257   , 3.5531084285311234    ,              39,           9
544393504768925697,       27.598694741969695 , 0.1837941300606434    , 15.668158298465288    ,              28,           6
544488899100147713,       21.39052639984829  , 0.029920218721838542  , 16.81580217066152     ,              22,           9
544515781367582720,        7.481421725600318 , 0.09401645257158579   , 3.7405405005023744    ,               8,           5
544504859290906624,       20.50000000002659  , 0.1270462545582948    , -9.984641655654201    ,              21,           4
544309956250320897,   311363.2511671207      , 0.007784509172070023  , 1496.2953745918896    ,               6,           4
544365039663083521,       14.901607410255028 , 0.03721417675763204   , -4.220971004415286    ,              15,           7
544416309266898944,       16.496555909521355 , 0.006732027730870342  , 78.37948772604715     ,              17,          10
544284483453595648,       18.964496350258692 , 0.13409946450804314   , -2.4292572182458483   ,              19,           4
544508313220567041,       11.751656046058907 , 0.004794695131391712  , -22.052546189044385   ,              11,           7
544414634308939776,        4.740093232236435 , 0.01613416616160331   , 59.641426857233576    ,               4,           4
544296463027961856,       50.68216741396629  , 0.0382621802765764    , 34.956063399839806    ,              51,          13
544406212461473792,       32.88446106163957  , 0.049419890767531144  , 15.859831252438273    ,              35,          11
544296373466562560,       16.078456126908584 , 0.1562841803855015    , -1.6259340124310673   ,              17,           5
544389986809036800,       23.20594734863779  , 0.0432101525722911    , 14.021779398884698    ,              19,           6
544336572141694976,       11.905928839533985 , 0.01919894433804051   , 7.862440687928759     ,              13,           9
544404937380093952,       21.42959261859452  , 0.07594023527936254   , -3.386289387101119    ,              20,           4
544512867144192000,       24.474526842809073 , 0.006640402962111216  , 45.08549464727723     ,              24,          11
544509652390924290,       18.116572734179105 , 0.02235025368508616   , -33.36815012772466    ,              19,           7
544463778780557312,       85.62927641921657  , 0.029079900137134167  , 93.2761301486872      ,              87,          24
544515971637968898,       26.766496986440465 , 0.026889582506367596  , -38.046929940319885   ,              27,           6
544282015487787008,       36.974743564769255 , 0.027805378047731467  , 87.96616112657414     ,              39,          17
544506347438735361,   632597.255096359       , 0.003409664576281429  , 3876.3496933679053    ,               6,           4
544436172999495680,        5.583806063009672 , 0.015291789792060266  , 35.05886827411457     ,               6,           4
544451041396531200,       26.126368421337364 , 0.023090614343894738  , 55.068236780660726    ,              27,          13
544515072203444224,       20.358057681167377 , 0.06717274488388221   , -12.202347733100645   ,              20,           5
544319905076903936,       20.923114113506866 , 0.012633260526647733  , -5.548464289166745    ,              21,           9
544490976253726720,       22.00814961960343  , 0.1227552102825753    , -8.037318594473497    ,              22,           4
