sourceTweetID     , total_reactions, reactions_10min, reactions_1hr, reactions_24hr, lifespan_minutes      , max_bin_reactions, num_time_bins, K                        , r                 , t0                 , final_reactions, data_points, text_length, num_mentions, num_hashtags, num_urls, source_platform             , hour_of_day, day_of_week, is_weekend, created_at_iso           , user_id   , followers_count, friends_count, statuses_count, favourites_count, verified, default_profile_image, geo_enabled, account_age_days, event
498255721260400640,               4,               2,             3,              4,   166.83333333333334  ,                 2,             3,                          ,                   ,                    ,                ,            ,         134,            1,            1,        0, Twitter for iPhone          ,          23,           5,          1, 2014-08-09T23:53:15+00:00,   27801824,            2623,           683,            390,                4,        0,                     0,           1,             1957, ferguson-all-rnr-threads
498255816034893824,              28,               1,             1,             17,  3030.25              ,                 7,            16,       21.050529065698715 , 0.0237303956171322, 203.64277776731967 ,            28.0,        16.0,         139,            0,            1,        0, Twitter for Android         ,          23,           5,          1, 2014-08-09T23:53:38+00:00,   24340340,             853,          1896,          21686,            13722,        0,                     0,           0,             1974, ferguson-all-rnr-threads
498256407980826625,              14,               6,            10,             14,   349.65              ,                 6,             7,       13.936111503091336 , 0.0157714521739852, -6.192348527852713 ,            14.0,         7.0,         106,            0,            2,        0, Tweetbot for iΟS            ,          23,           5,          1, 2014-08-09T23:55:59+00:00,  158561160,           67670,          1068,          27011,              392,        1,                     0,           0,             1508, ferguson-all-rnr-threads
498259432237969408,              10,               2,             8,             10,   963.3666666666668   ,                 2,             6,        9.982374470957238 , 0.0682198683993489, 23.51063706508869  ,            10.0,         6.0,          89,            0,            1,        0, iOS                         ,           0,           6,          1, 2014-08-10T00:08:00+00:00,   14090948,          106856,          1041,          12607,             1299,        1,                     0,           1,             2347, ferguson-all-rnr-threads
498259903962570752,              16,               3,             7,             15,  1788.5               ,                 3,            12,       15.377632388435067 , 0.0072619377376401, 112.87110464234188 ,            16.0,        12.0,          60,            0,            1,        0, Twitter Web Client          ,           0,           6,          1, 2014-08-10T00:09:52+00:00,   46822887,           25565,          1593,         212667,            10463,        0,                     0,           1,             1883, ferguson-all-rnr-threads
498262106937237504,              19,               3,            10,             19,   261.8               ,                 3,            13,       18.50931754056268  , 0.0221504513741011, 55.20898869450584  ,            19.0,        13.0,         124,            0,            1,        0, iOS                         ,           0,           6,          1, 2014-08-10T00:18:38+00:00,   14090948,          101151,          1031,          12497,             1286,        1,                     0,           1,             2347, ferguson-all-rnr-threads
498263598062661633,              10,               1,             4,              7,  2120.55              ,                 2,             8,        9.00500357565223  , 0.0066186876080726, 149.30751379618704 ,            10.0,         8.0,         126,            0,            1,        0, Twitter for iPhone          ,           0,           6,          1, 2014-08-10T00:24:33+00:00,   26514376,          224676,         40494,          25071,             8432,        1,                     0,           0,             1963, ferguson-all-rnr-threads
498264107460870144,             104,              11,            24,             28,  3142.2166666666667   ,                14,            18,      106.3829836936766   , 0.0407610446831029, 3017.210236103422  ,           104.0,        18.0,         140,            0,            1,        0, Twitter for iPad            ,           0,           6,          1, 2014-08-10T00:26:35+00:00,   16948493,          118486,           207,          18113,               24,        0,                     0,           1,             2115, ferguson-all-rnr-threads
498264393185239040,              19,              10,            16,             19,    64.1               ,                10,             6,  1497643.907937277       , 0.0105557928001568, 1131.8432757708904 ,            19.0,         6.0,         119,            0,            1,        0, Twitter for iPhone          ,           0,           6,          1, 2014-08-10T00:27:43+00:00,   26514376,          224685,         40513,          25073,             8434,        1,                     0,           0,             1963, ferguson-all-rnr-threads
498265095559184384,              19,               3,             8,             19,  1245.9833333333331   ,                 3,             9,       18.57158209949736  , 0.0277276121096155, 65.01181712779658  ,            19.0,         9.0,         140,            1,            1,        0, Twitter Web Client          ,           0,           6,          1, 2014-08-10T00:30:30+00:00,  325340909,           19351,          6971,          49899,                0,        0,                     0,           0,             1138, ferguson-all-rnr-threads
498265555833720832,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,            ,         139,            0,            2,        0, Twitter for Android         ,           0,           6,          1, 2014-08-10T00:32:20+00:00,  632633631,             183,           272,           3786,             2115,        0,                     0,           0,              759, ferguson-all-rnr-threads
498267196833808384,              15,               3,             8,             15,   153.56666666666666  ,                 3,             7,       16.213798497353668 , 0.0259509233607098, 45.1247063498641   ,            15.0,         7.0,         124,            0,            1,        0, Twitter Web Client          ,           0,           6,          1, 2014-08-10T00:38:51+00:00,  283235743,           49955,          5300,           6766,             8057,        0,                     0,           0,             1211, ferguson-all-rnr-threads
498268463639851008,               7,               1,             3,              5,  1754.3333333333333   ,                 2,             6,        6.456119579120892 , 0.0280573073595855, 39.09445232478497  ,             7.0,         6.0,         109,            0,            2,        0, Twitter Web Client          ,           0,           6,          1, 2014-08-10T00:43:53+00:00,   16055389,            5496,          1491,         157250,             6567,        0,                     0,           0,             2170, ferguson-all-rnr-threads
498269289812856832,               4,               3,             3,              4,    84.48333333333333  ,                 3,             2,                          ,                   ,                    ,                ,            ,         134,            0,            2,        0, Twitter Web Client          ,           0,           6,          1, 2014-08-10T00:47:10+00:00,   16055389,            5486,          1491,         157067,             6561,        0,                     0,           0,             2170, ferguson-all-rnr-threads
498269365175721984,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,            ,         124,            0,            2,        0, Twitter Web Client          ,           0,           6,          1, 2014-08-10T00:47:28+00:00,  283235743,           49956,          5300,           6766,             8057,        0,                     0,           0,             1211, ferguson-all-rnr-threads
498269636551798784,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,            ,         128,            0,            2,        0, Twitter for iPhone          ,           0,           6,          1, 2014-08-10T00:48:33+00:00,  176165009,            2759,           513,          44736,              998,        0,                     0,           0,             1462, ferguson-all-rnr-threads
498269697453084672,              43,               1,            10,             32,  3136.833333333333    ,                 5,            28,       45.61244071867579  , 0.0018445983832009, 736.008408719525   ,            43.0,        28.0,         131,            0,            2,        0, Twitter for iPhone          ,           0,           6,          1, 2014-08-10T00:48:47+00:00,   30599768,             232,           391,            827,             4328,        0,                     0,           1,             1945, ferguson-all-rnr-threads
498271531386953728,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,            ,         134,            0,            1,        0, Twitter for iPhone          ,           0,           6,          1, 2014-08-10T00:56:05+00:00, 2283020590,             237,           198,           6685,             3046,        0,                     0,           1,              206, ferguson-all-rnr-threads
498271954185379840,               9,               2,             4,              9,   540.8               ,                 2,             8,        8.766963245475463 , 0.0138043807034993, 69.1598897894403   ,             9.0,         8.0,         108,            0,            1,        1, Twitter Web Client          ,           0,           6,          1, 2014-08-10T00:57:45+00:00,   47475039,           28538,          1108,          22737,            21279,        0,                     0,           0,             1881, ferguson-all-rnr-threads
498272080564334592,              14,               3,            13,             14,   702.7               ,                 5,             5,       13.92686954630932  , 0.1488198036105063, 9.303719944865303  ,            14.0,         5.0,         143,            0,            2,        1, Echofon                     ,           0,           6,          1, 2014-08-10T00:58:16+00:00,   23831448,           10268,           416,          44927,             2111,        0,                     0,           0,             1977, ferguson-all-rnr-threads
498272309535191041,               9,               3,             8,              9,   112.5               ,                 4,             4,        8.745163814058724 , 0.1882700183635642, 3.272135127027946  ,             9.0,         4.0,         107,            0,            1,        0, Twitter Web Client          ,           0,           6,          1, 2014-08-10T00:59:10+00:00,   15890403,             605,           264,          18617,              652,        0,                     0,           1,             2182, ferguson-all-rnr-threads
498272364560257025,               9,               3,             4,              9,   238.4               ,                 3,             7,       12.161301485328911 , 0.0096489744154397, 114.67867265936178 ,             9.0,         7.0,         141,            0,            1,        0, Twitter for iPhone          ,           0,           6,          1, 2014-08-10T00:59:23+00:00,   30599768,             232,           392,            827,             4350,        0,                     0,           1,             1945, ferguson-all-rnr-threads
498273703428620289,               6,               2,             2,              6,   733.5333333333333   ,                 2,             5,        6.0729230645907055, 0.0207280747794484, 43.134204546948176 ,             6.0,         5.0,         139,            0,            2,        0, Twitter for iPhone          ,           1,           6,          1, 2014-08-10T01:04:43+00:00,   14090948,          100278,          1031,          12480,             1283,        1,                     0,           1,             2347, ferguson-all-rnr-threads
498274493337702401,               7,               2,             5,              6,  4335.2               ,                 2,             5,        6.820451964028275 , 0.0555421230325731, 14.465376912002336 ,             7.0,         5.0,         136,            0,            2,        0, Twitter for iPhone          ,           1,           6,          1, 2014-08-10T01:07:51+00:00, 1865386620,              88,           555,             75,                7,        0,                     0,           0,              329, ferguson-all-rnr-threads
498274692873351170,              19,              10,            18,             19,    67.4               ,                10,             7,       35.97868143034934  , 0.0176155848862355, 52.50239994035087  ,            19.0,         7.0,         113,            0,            2,        0, Twitter Web Client          ,           1,           6,          1, 2014-08-10T01:08:38+00:00,   24165761,          133563,           127,          28255,            19845,        1,                     0,           1,             1975, ferguson-all-rnr-threads
498274934553317376,               8,               1,             8,              8,    28.58333333333333  ,                 4,             3,                          ,                   ,                    ,                ,            ,         132,            0,            1,        1, Twitter Web Client          ,           1,           6,          1, 2014-08-10T01:09:36+00:00,  304695261,             911,           279,          17488,             1869,        0,                     0,           0,             1173, ferguson-all-rnr-threads
498274948772024321,              13,               4,             7,             12,  7462.516666666666    ,                 4,            10,       11.926053113514712 , 0.0095963153668304, 32.215417555797416 ,            13.0,        10.0,          74,            0,            1,        0, TweetDeck                   ,           1,           6,          1, 2014-08-10T01:09:39+00:00,   24165761,          133571,           127,          28254,            19845,        1,                     0,           1,             1975, ferguson-all-rnr-threads
498275621651636224,               6,               4,             4,              6,    92.1               ,                 4,             3,                          ,                   ,                    ,                ,            ,         135,            0,            1,        0, Twitter Web Client          ,           1,           6,          1, 2014-08-10T01:12:20+00:00,  304695261,             871,           280,          17104,             1843,        0,                     0,           0,             1173, ferguson-all-rnr-threads
498276304635322368,              19,              18,            18,             19,   169.51666666666668  ,                18,             2,                          ,                   ,                    ,                ,            ,          93,            0,            1,        0, TweetDeck                   ,           1,           6,          1, 2014-08-10T01:15:03+00:00,   24165761,          133577,           127,          28256,            19845,        1,                     0,           1,             1975, ferguson-all-rnr-threads
498276354434277376,              13,               3,             6,             11,  4350.55              ,                 3,             9,       13.0               , 0.1               , 680.0              ,            13.0,         9.0,         132,            0,            1,        0, Twitter Web Client          ,           1,           6,          1, 2014-08-10T01:15:15+00:00,  325340909,           19310,          6968,          49858,                0,        0,                     0,           0,             1138, ferguson-all-rnr-threads
498276771226451968,              34,              10,            20,             32,  2149.25              ,                10,            16,       31.373262771853778 , 0.0178452674901499, 14.771274196927507 ,            34.0,        16.0,         138,            0,            1,        0, TweetDeck                   ,           1,           6,          1, 2014-08-10T01:16:54+00:00,   24165761,          133531,           127,          28252,            19846,        1,                     0,           1,             1975, ferguson-all-rnr-threads
498277197581664256,               4,               3,             3,              4,   115.36666666666666  ,                 3,             2,                          ,                   ,                    ,                ,            ,         118,            0,            5,        0, Twitter for iPhone          ,           1,           6,          1, 2014-08-10T01:18:36+00:00,   69940000,            8260,          1020,          19995,                9,        0,                     0,           0,             1806, ferguson-all-rnr-threads
498277674692149248,              19,               9,            18,             19,    63.516666666666666 ,                 9,             6,       18.552172888642428 , 0.0950936202847662, -0.0467037693986229,            19.0,         6.0,         136,            0,            2,        0, Twitter for iPhone          ,           1,           6,          1, 2014-08-10T01:20:29+00:00,  119972954,            9021,          1906,         239221,             5782,        0,                     0,           0,             1618, ferguson-all-rnr-threads
498277678706077696,               8,               1,             2,              7,  3929.75              ,                 2,             6,        7.962940947670945 , 0.0114820101353018, 1218.0511680784334 ,             8.0,         6.0,         133,            0,            2,        0, Twitter for Android         ,           1,           6,          1, 2014-08-10T01:20:30+00:00,  351934556,            1540,          1999,          27856,             4656,        0,                     0,           1,             1096, ferguson-all-rnr-threads
498278882244853760,              16,               3,            12,             16,   132.43333333333334  ,                 4,             8,       16.1126191413854   , 0.0427802245653164, 30.629259448805456 ,            16.0,         8.0,         139,            0,            2,        0, Twitter for iPhone          ,           1,           6,          1, 2014-08-10T01:25:17+00:00,   14090948,          101112,          1031,          12497,             1286,        1,                     0,           1,             2347, ferguson-all-rnr-threads
498279420885360641,              15,               1,             3,             15,   872.4333333333333   ,                 5,            11,       14.71560955193654  , 0.0096119228471482, 213.4698753888998  ,            15.0,        11.0,         113,            0,            1,        0, Twitter for Android         ,           1,           6,          1, 2014-08-10T01:27:26+00:00,   20351594,           13825,          2399,          15601,              883,        0,                     0,           1,             2008, ferguson-all-rnr-threads
498280074941313024,               6,               3,             6,              6,    28.933333333333334 ,                 3,             2,                          ,                   ,                    ,                ,            ,         117,            0,            2,        0, iOS                         ,           1,           6,          1, 2014-08-10T01:30:02+00:00,   14090948,          106316,          1041,          12585,             1299,        1,                     0,           1,             2347, ferguson-all-rnr-threads
498280126254428160,               5,               3,             4,              5,   171.7               ,                 3,             3,                          ,                   ,                    ,                ,            ,          97,            0,            1,        0, TweetDeck                   ,           1,           6,          1, 2014-08-10T01:30:14+00:00,   24165761,          133561,           127,          28255,            19845,        1,                     0,           1,             1975, ferguson-all-rnr-threads
498280730070622209,               9,               2,             4,              9,   204.21666666666667  ,                 2,             7,        9.262902397585178 , 0.0262920233461129, 46.27800960373455  ,             9.0,         7.0,         133,            0,            1,        0, iOS                         ,           1,           6,          1, 2014-08-10T01:32:38+00:00,   14090948,          106268,          1041,          12585,             1299,        1,                     0,           1,             2347, ferguson-all-rnr-threads
498281104865259521,               8,               1,             3,              8,   751.3333333333334   ,                 1,             8,        8.00518776380722  , 0.0124142045943077, 100.6581963096672  ,             8.0,         8.0,          35,            0,            1,        0, Echofon                     ,           1,           6,          1, 2014-08-10T01:34:07+00:00,   18610936,          960143,          1668,          36303,              124,        1,                     0,           0,             2043, ferguson-all-rnr-threads
498281812821803008,               8,               3,             8,              8,    56.71666666666667  ,                 3,             3,                          ,                   ,                    ,                ,            ,          81,            0,            1,        1, Vine - Make a Scene         ,           1,           6,          1, 2014-08-10T01:36:56+00:00,   14090948,           99640,          1030,          12455,             1277,        1,                     0,           1,             2347, ferguson-all-rnr-threads
498281886603411456,              18,               4,             6,             16,  1555.3               ,                 4,            13,       17.665273225872113 , 0.0161075529452763, 78.31917017647561  ,            18.0,        13.0,         138,            0,            1,        0, Twitter Web Client          ,           1,           6,          1, 2014-08-10T01:37:14+00:00,  325265073,           14865,          1361,          74377,             2293,        0,                     0,           0,             1139, ferguson-all-rnr-threads
498283038338711552,              26,               9,            21,             26,   138.66666666666666  ,                 9,             8,       25.82834603543768  , 0.0491640086356114, 12.842556440397493 ,            26.0,         8.0,          65,            0,            1,        1, Vine - Make a Scene         ,           1,           6,          1, 2014-08-10T01:41:48+00:00,   14090948,          106590,          1041,          12597,             1299,        1,                     0,           1,             2347, ferguson-all-rnr-threads
498283233982025728,              13,               8,            10,             13,   178.85              ,                 8,             5,       13.273847148693992 , 0.0127831540088024, -51.25819755500867 ,            13.0,         5.0,         111,            0,            1,        0, Twitter for iPhone          ,           1,           6,          1, 2014-08-10T01:42:35+00:00,  193395018,           58285,          4175,          54841,             8149,        0,                     0,           0,             1418, ferguson-all-rnr-threads
498283586425200640,              18,               1,             1,             18,   255.66666666666663  ,                 5,            10,       32.68995830933337  , 0.0145007289864473, 243.35907259722563 ,            18.0,        10.0,         119,            0,            1,        0, Twitter for iPhone          ,           1,           6,          1, 2014-08-10T01:43:59+00:00,   15951166,            5914,          4785,          47271,              682,        0,                     0,           0,             2178, ferguson-all-rnr-threads
498284302128668672,              34,              15,            24,             34,  1301.1               ,                15,            12,       32.46175909289132  , 0.0166294135523861, -16.419324797517845,            34.0,        12.0,         139,            0,            1,        0, Twitter Web Client          ,           1,           6,          1, 2014-08-10T01:46:49+00:00,   24165761,          133565,           127,          28255,            19845,        1,                     0,           1,             1975, ferguson-all-rnr-threads
498284334806495233,              12,               7,            12,             12,    34.05              ,                 7,             3,                          ,                   ,                    ,                ,            ,          67,            0,            1,        1, Vine - Make a Scene         ,           1,           6,          1, 2014-08-10T01:46:57+00:00,   14090948,          104056,          1032,          12538,             1294,        1,                     0,           1,             2347, ferguson-all-rnr-threads
498284429333524480,              59,              10,            55,             59,  1411.15              ,                21,             7,       57.68210415597687  , 0.1196711815421789, 10.61718380071585  ,            59.0,         7.0,         137,            0,            2,        0, Twitter for iPhone          ,           1,           6,          1, 2014-08-10T01:47:20+00:00,  119972954,            9005,          1906,         239173,             5780,        0,                     0,           0,             1618, ferguson-all-rnr-threads
498285405142540289,              44,              13,            29,             44,   817.6833333333333   ,                13,            17,       41.89268137322316  , 0.0179739826044739, 25.07059802248913  ,            44.0,        17.0,          97,            0,            2,        0, Twitter for iPhone          ,           1,           6,          1, 2014-08-10T01:51:12+00:00,   14090948,          102681,          1031,          12526,             1293,        1,                     0,           1,             2347, ferguson-all-rnr-threads
498285529704976385,               4,               2,             2,              3,  1564.2               ,                 2,             3,                          ,                   ,                    ,                ,            ,         123,            0,            1,        0, Twitter for Mac             ,           1,           6,          1, 2014-08-10T01:51:42+00:00,   19209645,            2076,           585,          47127,               39,        0,                     0,           0,             2028, ferguson-all-rnr-threads
498285556502372352,               9,               3,             6,              7,  1471.3666666666666   ,                 3,             6,        8.538689685481765 , 0.0266857966496242, 28.72912007639472  ,             9.0,         6.0,          75,            0,            1,        0, Twitter Web Client          ,           1,           6,          1, 2014-08-10T01:51:49+00:00,  325340909,           19315,          6969,          49859,                0,        0,                     0,           0,             1138, ferguson-all-rnr-threads
498285782512050176,               4,               1,             2,              4,   583.8833333333333   ,                 1,             4,        3.987661753805454 , 0.011541075339707 , 55.36493062232165  ,             4.0,         4.0,         131,            1,            1,        1, Twitter Web Client          ,           1,           6,          1, 2014-08-10T01:52:42+00:00,   47475039,           28175,          1105,          22672,            21245,        0,                     0,           0,             1881, ferguson-all-rnr-threads
498286045843435521,               7,               1,             2,              5,  1969.9333333333327   ,                 1,             7,        6.500177074203274 , 0.0244336719893488, 1120.754174807072  ,             7.0,         7.0,         138,            0,            2,        0, Twitter for iPhone          ,           1,           6,          1, 2014-08-10T01:53:45+00:00,   18841425,            3249,          1251,          24241,             3272,        0,                     0,           0,             2037, ferguson-all-rnr-threads
498286202077085696,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,            ,         133,            0,            1,        0, Twitter for Mac             ,           1,           6,          1, 2014-08-10T01:54:22+00:00,   19209645,            2077,           584,          47112,               38,        0,                     0,           0,             2028, ferguson-all-rnr-threads
498286281894682624,               8,               2,             7,              8,   807.25              ,                 2,             5,        7.69479473121369  , 0.1072881990957119, 9.28020472307824   ,             8.0,         5.0,          88,            0,            1,        0, Twitter Web Client          ,           1,           6,          1, 2014-08-10T01:54:41+00:00,   35866054,            1731,          1694,          97335,             1840,        0,                     0,           1,             1930, ferguson-all-rnr-threads
498286918011224065,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,            ,         115,            0,            1,        0, Twitter for Mac             ,           1,           6,          1, 2014-08-10T01:57:13+00:00,   19209645,            2076,           585,          47144,               39,        0,                     0,           0,             2028, ferguson-all-rnr-threads
498287166909579264,              18,               7,            15,             18,   251.0833333333333   ,                 7,             8,       17.880363508581006 , 0.0388151407223089, 8.24946316206251   ,            18.0,         8.0,         136,            1,            1,        0, Twitter Web Client          ,           1,           6,          1, 2014-08-10T01:58:12+00:00,   24165761,          133567,           127,          28255,            19845,        1,                     0,           1,             1975, ferguson-all-rnr-threads
498287947301814274,              18,               7,            10,             18,   109.86666666666666  ,                 7,             8,  1479263.904301966       , 0.0093429450226465, 1321.861517734474  ,            18.0,         8.0,         138,            0,            1,        0, Twitter for iPhone          ,           2,           6,          1, 2014-08-10T02:01:19+00:00,   15644999,           51320,           987,          35812,            10249,        1,                     0,           0,             2202, ferguson-all-rnr-threads
498289596463980544,              80,               8,            68,             80,  1098.4333333333334   ,                24,             9,       76.555281318737    , 0.0937529777208227, 15.243948247506234 ,            80.0,         9.0,          80,            0,            1,        0, Twitter Web Client          ,           2,           6,          1, 2014-08-10T02:07:52+00:00, 1360789357,             415,           574,          14994,             2903,        0,                     0,           1,              479, ferguson-all-rnr-threads
498290802255466498,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,            ,         103,            1,            1,        0, Twitter for Android         ,           2,           6,          1, 2014-08-10T02:12:39+00:00,  145415898,            4764,          2035,         142713,             1245,        0,                     0,           1,             1544, ferguson-all-rnr-threads
498291267756130305,              16,               2,             5,             15,  3514.5               ,                 3,            11,       14.825838404512067 , 0.0315791311518122, 49.47616733959979  ,            16.0,        11.0,         111,            0,            3,        0, Echofon                     ,           2,           6,          1, 2014-08-10T02:14:30+00:00,   23831448,           10151,           416,          44861,             2106,        0,                     0,           0,             1977, ferguson-all-rnr-threads
498292200955195392,              12,               7,            11,             12,   171.45              ,                 7,             4,       12.037633151094042 , 0.0461755146147433, -6.94073716997335  ,            12.0,         4.0,          83,            0,            1,        0, Twitter for iPhone          ,           2,           6,          1, 2014-08-10T02:18:13+00:00,  534675241,           25400,          1849,          16722,             2774,        0,                     0,           1,              869, ferguson-all-rnr-threads
498292317296812032,              48,               3,             8,             48,  1226.5333333333333   ,                 8,            24,       50.14092537980879  , 0.0053667955618413, 336.8762408668464  ,            48.0,        24.0,         142,            0,            1,        0, Twitter Web Client          ,           2,           6,          1, 2014-08-10T02:18:40+00:00,   12004852,            3592,          2590,         118008,            32616,        0,                     0,           1,             2405, ferguson-all-rnr-threads
498292602861400064,              18,               1,             4,              9, 14496.533333333333    ,                 3,            14,       13.85714285713382  , 0.1               , 2430.0             ,            18.0,        14.0,         118,            0,            2,        0, Twitter for Android         ,           2,           6,          1, 2014-08-10T02:19:49+00:00, 2286821737,             102,           101,            490,              357,        0,                     0,           0,              210, ferguson-all-rnr-threads
498292628455034882,               4,               1,             1,              1,  8035.2               ,                 1,             4,        4.002578276759285 , 0.00400406883285  , 2158.741584478229  ,             4.0,         4.0,         106,            1,            2,        0, Tweetbot for iΟS            ,           2,           6,          1, 2014-08-10T02:19:55+00:00,   52154385,             917,           414,          98987,             2536,        0,                     0,           0,             1867, ferguson-all-rnr-threads
498292732159619072,               6,               2,             4,              4,  4603.85              ,                 2,             4,        5.499999999998909 , 0.1               , 1940.0             ,             6.0,         4.0,         134,            0,            2,        1, Vine - Make a Scene         ,           2,           6,          1, 2014-08-10T02:20:19+00:00,   31517981,             839,           223,          21576,              415,        0,                     0,           1,             1942, ferguson-all-rnr-threads
498293625420148736,               4,               4,             4,              4,     6.833333333333333 ,                 4,             1,                          ,                   ,                    ,                ,            ,         138,            1,            2,        0, TweetDeck                   ,           2,           6,          1, 2014-08-10T02:23:52+00:00,  132275243,            1100,           713,          55583,             2115,        0,                     0,           0,             1580, ferguson-all-rnr-threads
498293668655423488,              39,              15,            28,             39,   162.25              ,                15,            12,       39.941216491644994 , 0.0260744634268776, 13.864114328154384 ,            39.0,        12.0,          93,            0,            1,        0, TweetDeck                   ,           2,           6,          1, 2014-08-10T02:24:03+00:00,   24165761,          133545,           127,          28252,            19846,        1,                     0,           1,             1975, ferguson-all-rnr-threads
498294248488574976,               6,               4,             4,              6,    88.81666666666666  ,                 4,             2,                          ,                   ,                    ,                ,            ,         138,            1,            1,        0, Twitter for iPhone          ,           2,           6,          1, 2014-08-10T02:26:21+00:00,   14090948,           99731,          1030,          12455,             1277,        1,                     0,           1,             2347, ferguson-all-rnr-threads
498294367405477888,              19,               3,            19,             19,    34.6               ,                 7,             4,       19.59567538913633  , 0.1612957495051465, 10.081713964802605 ,            19.0,         4.0,         138,            0,            2,        0, TweetDeck                   ,           2,           6,          1, 2014-08-10T02:26:49+00:00,  472778354,            6238,           199,          20139,               75,        0,                     0,           1,              928, ferguson-all-rnr-threads
498294764718915586,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,            ,         140,            0,            1,        0, Twitter Web Client          ,           2,           6,          1, 2014-08-10T02:28:24+00:00,  237606548,            2608,           737,          75025,            10172,        0,                     0,           0,             1304, ferguson-all-rnr-threads
