sourceTweetID     , total_reactions, reactions_10min, reactions_1hr, reactions_24hr, lifespan_minutes      , max_bin_reactions, num_time_bins, K                        , r                 , t0                 , final_reactions, data_points
498269697453084672,              43,               1,            10,             32,  3136.833333333333    ,                 5,            28,       45.61244071867579  , 0.0018445983832009, 736.008408719525   ,            43.0,        28.0
498271531386953728,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498271954185379840,               9,               2,             4,              9,   540.8               ,                 2,             8,        8.766963245475463 , 0.0138043807034993, 69.1598897894403   ,             9.0,         8.0
498272080564334592,              14,               3,            13,             14,   702.7               ,                 5,             5,       13.92686954630932  , 0.1488198036105063, 9.303719944865303  ,            14.0,         5.0
498272309535191041,               9,               3,             8,              9,   112.5               ,                 4,             4,        8.745163814058724 , 0.1882700183635642, 3.272135127027946  ,             9.0,         4.0
498272364560257025,               9,               3,             4,              9,   238.4               ,                 3,             7,       12.161301485328911 , 0.0096489744154397, 114.67867265936178 ,             9.0,         7.0
498273703428620289,               6,               2,             2,              6,   733.5333333333333   ,                 2,             5,        6.0729230645907055, 0.0207280747794484, 43.134204546948176 ,             6.0,         5.0
498274493337702401,               7,               2,             5,              6,  4335.2               ,                 2,             5,        6.820451964028275 , 0.0555421230325731, 14.465376912002336 ,             7.0,         5.0
498274692873351170,              19,              10,            18,             19,    67.4               ,                10,             7,       35.97868143034934  , 0.0176155848862355, 52.50239994035087  ,            19.0,         7.0
498274934553317376,               8,               1,             8,              8,    28.58333333333333  ,                 4,             3,                          ,                   ,                    ,                ,          
498274948772024321,              13,               4,             7,             12,  7462.516666666666    ,                 4,            10,       11.926053113514712 , 0.0095963153668304, 32.215417555797416 ,            13.0,        10.0
498275621651636224,               6,               4,             4,              6,    92.1               ,                 4,             3,                          ,                   ,                    ,                ,          
498276304635322368,              19,              18,            18,             19,   169.51666666666668  ,                18,             2,                          ,                   ,                    ,                ,          
498276354434277376,              13,               3,             6,             11,  4350.55              ,                 3,             9,       13.0               , 0.1               , 680.0              ,            13.0,         9.0
498276771226451968,              34,              10,            20,             32,  2149.25              ,                10,            16,       31.373262771853778 , 0.0178452674901499, 14.771274196927507 ,            34.0,        16.0
498277197581664256,               4,               3,             3,              4,   115.36666666666666  ,                 3,             2,                          ,                   ,                    ,                ,          
498277231253127168,               3,               2,             3,              3,    10.383333333333333 ,                 2,             2,                          ,                   ,                    ,                ,          
498277674692149248,              19,               9,            18,             19,    63.516666666666666 ,                 9,             6,       18.552172888642428 , 0.0950936202847662, -0.0467037693986229,            19.0,         6.0
498277678706077696,               8,               1,             2,              7,  3929.75              ,                 2,             6,        7.962940947670945 , 0.0114820101353018, 1218.0511680784334 ,             8.0,         6.0
498278882244853760,              16,               3,            12,             16,   132.43333333333334  ,                 4,             8,       16.1126191413854   , 0.0427802245653164, 30.629259448805456 ,            16.0,         8.0
498279420885360641,              15,               1,             3,             15,   872.4333333333333   ,                 5,            11,       14.71560955193654  , 0.0096119228471482, 213.4698753888998  ,            15.0,        11.0
498280074941313024,               6,               3,             6,              6,    28.933333333333334 ,                 3,             2,                          ,                   ,                    ,                ,          
498280126254428160,               5,               3,             4,              5,   171.7               ,                 3,             3,                          ,                   ,                    ,                ,          
498280730070622209,               9,               2,             4,              9,   204.21666666666667  ,                 2,             7,        9.262902397585178 , 0.0262920233461129, 46.27800960373455  ,             9.0,         7.0
498281104865259521,               8,               1,             3,              8,   751.3333333333334   ,                 1,             8,        8.00518776380722  , 0.0124142045943077, 100.6581963096672  ,             8.0,         8.0
498281812821803008,               8,               3,             8,              8,    56.71666666666667  ,                 3,             3,                          ,                   ,                    ,                ,          
498281886603411456,              18,               4,             6,             16,  1555.3               ,                 4,            13,       17.665273225872113 , 0.0161075529452763, 78.31917017647561  ,            18.0,        13.0
498283038338711552,              26,               9,            21,             26,   138.66666666666666  ,                 9,             8,       25.82834603543768  , 0.0491640086356114, 12.842556440397493 ,            26.0,         8.0
498283233982025728,              13,               8,            10,             13,   178.85              ,                 8,             5,       13.273847148693992 , 0.0127831540088024, -51.25819755500867 ,            13.0,         5.0
498283586425200640,              18,               1,             1,             18,   255.66666666666663  ,                 5,            10,       32.68995830933337  , 0.0145007289864473, 243.35907259722563 ,            18.0,        10.0
498284302128668672,              34,              15,            24,             34,  1301.1               ,                15,            12,       32.46175909289132  , 0.0166294135523861, -16.419324797517845,            34.0,        12.0
498284334806495233,              12,               7,            12,             12,    34.05              ,                 7,             3,                          ,                   ,                    ,                ,          
498284429333524480,              59,              10,            55,             59,  1411.15              ,                21,             7,       57.68210415597687  , 0.1196711815421789, 10.61718380071585  ,            59.0,         7.0
498285405142540289,              44,              13,            29,             44,   817.6833333333333   ,                13,            17,       41.89268137322316  , 0.0179739826044739, 25.07059802248913  ,            44.0,        17.0
498285529704976385,               4,               2,             2,              3,  1564.2               ,                 2,             3,                          ,                   ,                    ,                ,          
498285556502372352,               9,               3,             6,              7,  1471.3666666666666   ,                 3,             6,        8.538689685481765 , 0.0266857966496242, 28.72912007639472  ,             9.0,         6.0
498285782512050176,               4,               1,             2,              4,   583.8833333333333   ,                 1,             4,        3.987661753805454 , 0.011541075339707 , 55.36493062232165  ,             4.0,         4.0
498286045843435521,               7,               1,             2,              5,  1969.9333333333332   ,                 1,             7,        6.500177074203274 , 0.0244336719893488, 1120.754174807072  ,             7.0,         7.0
498286202077085696,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498286281894682624,               8,               2,             7,              8,   807.25              ,                 2,             5,        7.69479473121369  , 0.1072881990957119, 9.28020472307824   ,             8.0,         5.0
498286918011224065,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498287166909579264,              18,               7,            15,             18,   251.08333333333331  ,                 7,             8,       17.880363508581006 , 0.0388151407223089, 8.24946316206251   ,            18.0,         8.0
498287947301814274,              18,               7,            10,             18,   109.86666666666666  ,                 7,             8,  1479263.904301966       , 0.0093429450226465, 1321.861517734474  ,            18.0,         8.0
498289596463980544,              80,               8,            68,             80,  1098.4333333333334   ,                24,             9,       76.555281318737    , 0.0937529777208227, 15.243948247506234 ,            80.0,         9.0
498290802255466498,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498291267756130305,              16,               2,             5,             15,  3514.5               ,                 3,            11,       14.825838404512067 , 0.0315791311518122, 49.47616733959979  ,            16.0,        11.0
498292200955195392,              12,               7,            11,             12,   171.45              ,                 7,             4,       12.037633151094042 , 0.0461755146147433, -6.94073716997335  ,            12.0,         4.0
498292317296812032,              48,               3,             8,             48,  1226.5333333333333   ,                 8,            24,       50.14092537980879  , 0.0053667955618413, 336.8762408668464  ,            48.0,        24.0
498292602861400064,              18,               1,             4,              9, 14496.533333333333    ,                 3,            14,       13.85714285713382  , 0.1               , 2430.0             ,            18.0,        14.0
498292628455034882,               4,               1,             1,              1,  8035.2               ,                 1,             4,        4.002578276759285 , 0.00400406883285  , 2158.741584478229  ,             4.0,         4.0
498292732159619072,               6,               2,             4,              4,  4603.85              ,                 2,             4,        5.499999999998909 , 0.1               , 1940.0             ,             6.0,         4.0
498293625420148736,               4,               4,             4,              4,     6.833333333333333 ,                 4,             1,                          ,                   ,                    ,                ,          
498293668655423488,              39,              15,            28,             39,   162.25              ,                15,            12,       39.941216491644994 , 0.0260744634268776, 13.864114328154384 ,            39.0,        12.0
498294248488574976,               6,               4,             4,              6,    88.81666666666666  ,                 4,             2,                          ,                   ,                    ,                ,          
498294367405477888,              19,               3,            19,             19,    34.6               ,                 7,             4,       19.59567538913633  , 0.1612957495051465, 10.081713964802605 ,            19.0,         4.0
498294764718915586,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498294775649665024,               4,               1,             3,              4,   138.45              ,                 1,             4,        4.0481614774568095, 0.0502416875465386, 24.8841936766074   ,             4.0,         4.0
498294815579467777,               8,               3,             5,              8,  1311.7166666666667   ,                 3,             6,        7.448429975358252 , 0.0086808346165118, 13.103216473102824 ,             8.0,         6.0
498296205777326080,              19,              12,            17,             19,   188.1833333333333   ,                12,             5,       18.42655652388132  , 0.1088837573787339, -5.945304863215743 ,            19.0,         5.0
498297336968515584,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498298040881782785,              23,               9,            13,             19, 26719.5               ,                 9,            13,       21.07672796764916  , 0.0142871396483054, 6.9626841704038505 ,            23.0,        13.0
498300128088694786,               3,               1,             1,              1,  1491.2166666666667   ,                 1,             3,                          ,                   ,                    ,                ,          
498300256678076417,               9,               8,             9,              9,    34.7               ,                 8,             2,                          ,                   ,                    ,                ,          
498300832648273920,              21,               4,             8,             18,  3491.95              ,                 4,            14,       19.96052076840065  , 0.0100651306945157, 91.45010860295456  ,            21.0,        14.0
498300897051807744,              10,               3,             3,             10,   894.65              ,                 3,             8,       32.97830227573576  , 0.0015111451174608, 1438.4807408339989 ,            10.0,         8.0
498301635756838912,               6,               4,             6,              6,    28.58333333333333  ,                 4,             3,                          ,                   ,                    ,                ,          
498301902048997377,              41,               8,            22,             39,  1959.65              ,                10,            18,       38.79186648587042  , 0.0034550556761548, 2.5580356919332794 ,            41.0,        18.0
498302254190166016,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498302603034640384,               3,               1,             1,              2,  3868.616666666667    ,                 1,             3,                          ,                   ,                    ,                ,          
498302874531553280,              12,               1,             2,             11,  2215.55              ,                 3,             9,       12.319068752932406 , 0.0035687334754702, 446.22083785426406 ,            12.0,         9.0
498303288295817217,              19,               2,             6,             19,   876.35              ,                 3,            15,   642744.4725362725      , 0.0015442806256966, 7649.329242575768  ,            19.0,        15.0
498303769915191297,              16,               8,            13,             14,  6757.733333333334    ,                 8,             7,       14.962595730635266 , 0.0614991397924293, -3.566754373328501 ,            16.0,         7.0
498303921430204416,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498304114955419648,               3,               1,             1,              2,  1524.05              ,                 1,             3,                          ,                   ,                    ,                ,          
498305825341845504,              32,               1,             2,             25,  2798.016666666667    ,                 7,            19,       26.67359436192389  , 0.009874629990548 , 191.28293762277028 ,            32.0,        19.0
498305851828879368,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498305962726273024,               8,               2,             3,              7,  1700.15              ,                 2,             7,        8.0               , 0.1               , 270.0              ,             8.0,         7.0
498308585227431936,               5,               2,             3,              5,   787.9666666666667   ,                 2,             4,        4.974298858062596 , 0.0204451935702797, 5.466678435572008  ,             5.0,         4.0
498310006169538561,              38,               2,             5,             37,  1440.9               ,                 7,            20,       32.528469192513626 , 0.0519774006952153, 81.0388321649251   ,            38.0,        20.0
498310720350863362,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498311895716470784,               3,               1,             1,              2,  1463.9333333333334   ,                 1,             3,                          ,                   ,                    ,                ,          
498313143530303488,              20,               9,            19,             20,   739.95              ,                 9,             5,       19.77433688488921  , 0.111426951133093 , 1.1721579741243928 ,            20.0,         5.0
498314939359301632,              14,               1,             6,             14,   551.9833333333333   ,                 4,             9,       13.532487064594124 , 0.0392523038108934, 52.391333368623386 ,            14.0,         9.0
498316475317239809,              11,               1,             2,              9,  5752.216666666666    ,                 1,            11,       11.123149265280407 , 0.0021589321652553, 656.5051539921569  ,            11.0,        11.0
498316826988642304,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498317138554150912,              49,              12,            23,             41,  7993.116666666667    ,                12,            20,       42.85559218627488  , 0.0183908125139581, 44.24908700841976  ,            49.0,        20.0
498317308771987456,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498318192000118784,              19,               8,            15,             19,   331.21666666666664  ,                 8,            10,       18.012071311524366 , 0.0309630909661183, 4.731794681026248  ,            19.0,        10.0
498318493293772800,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498320854707896321,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498321666267561985,               5,               1,             1,              5,   270.68333333333334  ,                 1,             5,        5.469068858867953 , 0.0127209003972794, 109.140154860728   ,             5.0,         5.0
498322865843109888,               6,               3,             5,              6,   496.15              ,                 3,             4,        6.012051276623942 , 0.0777174660855082, 0.358862111719975  ,             6.0,         4.0
498323364197699584,              19,               4,            11,             19,   618.1833333333333   ,                 5,            12,       16.962854867176194 , 0.0281153898306884, 37.13164567162019  ,            19.0,        12.0
498325055726559232,              16,               4,            15,             16,    61.56666666666667  ,                 6,             6,       15.213777600428951 , 0.1092289836445686, 7.047114934054826  ,            16.0,         6.0
498340530770939904,              25,               2,             3,             19,  5915.916666666667    ,                 2,            20,       21.811324345667312 , 0.0034145217871827, 557.967005270214   ,            25.0,        20.0
498341675476217856,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498345343629541376,              19,               4,             8,             15, 42509.16666666666     ,                 4,            14,       17.53590172930721  , 0.0028977054515762, 235.74429089310087 ,            19.0,        14.0
498349598197702656,              19,               1,             3,             18,  4375.566666666667    ,                 1,            19,       19.049451976751318 , 0.0031171730138798, 515.0374704420427  ,            19.0,        19.0
498355319979143168,               3,               3,             3,              3,     9.316666666666666 ,                 3,             1,                          ,                   ,                    ,                ,          
498356729634390016,               5,               2,             3,              5,   785.7333333333333   ,                 2,             4,        4.982635221482817 , 0.0129552047677669, 5.5865501854604425 ,             5.0,         4.0
498357910603575296,              55,               1,             1,              5,  6855.833333333333    ,                13,            21,   878361.5857351755      , 0.0018448364071591, 12094.021331128251 ,            55.0,        21.0
498401948585181184,              11,               2,             4,             10, 10573.566666666668    ,                 2,             9,       10.69001728967956  , 0.0053486704325908, 129.6934376052886  ,            11.0,         9.0
498430783699554305,              22,               2,             4,             22,   362.0833333333333   ,                 4,            15,       20.32681615137519  , 0.0297476249335144, 81.5904366590889   ,            22.0,        15.0
498433651835940865,             261,               3,            70,            253,  5180.8               ,                24,            47,      259.15724488835974  , 0.0055579765075369, 229.39421428337863 ,           261.0,        47.0
498452658605535232,              10,               3,             6,             10,   839.4666666666667   ,                 3,             8,        9.2409638777135   , 0.0231265039364104, 18.27092864202415  ,            10.0,         8.0
498452664527511553,               4,               1,             2,              4,   551.55              ,                 1,             4,        3.9915216361875103, 0.0115261302040942, 55.56538139498318  ,             4.0,         4.0
498455001463664640,               7,               2,             3,              7,   497.7               ,                 2,             6,        6.993289775892149 , 0.0223205382856759, 37.66966408276027  ,             7.0,         6.0
498457205801488385,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498463591767756800,              17,               6,            12,             17,   456.2166666666666   ,                 6,            10,       16.11068159085802  , 0.0250496399964335, 12.381741713924685 ,            17.0,        10.0
498463733447163905,              13,               1,             4,             13,   758.05              ,                 3,            11,       13.076593120366775 , 0.0105871751276484, 158.85497732115212 ,            13.0,        11.0
498466570675716096,              34,               7,            15,             34,   858.3166666666667   ,                 7,            12,       32.55310268382032  , 0.0092944254798034, 71.25997226845189  ,            34.0,        12.0
498472666802958336,               8,               3,             8,              8,    49.61666666666667  ,                 3,             4,        8.655017578617928 , 0.0747946320122374, 7.56652113741552   ,             8.0,         4.0
498473263862149120,               7,               1,             1,              7,    94.0               ,                 2,             5,        7.651386325037818 , 0.1151336077381849, 69.07050344613748  ,             7.0,         5.0
498473515302260736,               5,               1,             1,              5,   341.2               ,                 1,             5,        5.775305828860041 , 0.0114565154798065, 165.14985772187984 ,             5.0,         5.0
498474035668586497,              23,               6,            13,             19,  2557.75              ,                 6,            10,       22.56500750802576  , 0.0111333584762722, 51.39020636766672  ,            23.0,        10.0
498474263255330818,              16,               1,             1,             15,  5800.816666666667    ,                 3,            13,       14.488762559566124 , 0.0088536432954713, 282.17183907567414 ,            16.0,        13.0
498476761538371584,              14,               6,            11,             14,   100.53333333333332  ,                 6,             6,       14.815861891556036 , 0.0304815221169318, 8.753884878434821  ,            14.0,         6.0
498477164380299264,              17,               4,             7,             17,   846.9               ,                 4,            12,       17.034829488957097 , 0.0036038761956726, 167.07616320995473 ,            17.0,        12.0
498477676219600896,              28,               3,             3,             26,  7273.733333333334    ,                 4,            15,       27.98356335084453  , 0.03668289670859  , 556.8752854858585  ,            28.0,        15.0
498480344992350209,              19,               5,             9,             18, 20197.783333333333    ,                 5,            12,       17.555984972874295 , 0.0177240168602382, 44.306862084089    ,            19.0,        12.0
498480911243948034,              27,               3,            12,             27,   140.35              ,                 7,             9,       27.41285368213304  , 0.0848151792347726, 53.46214514574576  ,            27.0,         9.0
498482619232055296,              38,               8,            15,             35,  1672.7666666666669   ,                 8,            24,       34.72969192640176  , 0.0082622187531305, 88.75211136491934  ,            38.0,        24.0
498483031842500608,              10,               4,             7,             10,   136.16666666666666  ,                 4,             6,        9.082002575720324 , 0.0456141688714221, 5.138337634037351  ,            10.0,         6.0
498483279943962625,              14,               7,            10,             14,    97.55              ,                 7,             4,       15.52301154196936  , 0.0254757501914929, 3.744263995770687  ,            14.0,         4.0
498483485133516800,               4,               1,             1,              3,  4707.383333333333    ,                 1,             4,        4.0               , 0.1               , 355.0              ,             4.0,         4.0
498483784296448000,               7,               5,             6,              7,   180.2               ,                 5,             3,                          ,                   ,                    ,                ,          
498486539585069056,               6,               1,             4,              6,   449.1               ,                 3,             4,        5.500000000000001 , 0.2484906649787999, 6.052852717443509  ,             6.0,         4.0
498486826269548545,              16,               2,            10,             15,  3624.483333333333    ,                 3,            10,       14.414073792655744 , 0.0643155109691309, 28.69887936603224  ,            16.0,        10.0
498486850521423872,               5,               4,             4,              5,   100.51666666666668  ,                 4,             2,                          ,                   ,                    ,                ,          
498487087105314816,              10,               2,            10,             10,    40.11666666666667  ,                 3,             5,       10.460555123150073 , 0.1044589545194929, 12.27927194639221  ,            10.0,         5.0
498487611963744256,              19,               7,            10,             19,   560.8666666666667   ,                 7,            12,       21.356537314284875 , 0.0042547271392853, 95.47511065374356  ,            19.0,        12.0
498487999848800256,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498488195047096320,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498489114384420865,              47,              10,            36,             47,   575.4166666666666   ,                11,            13,       43.22805174063957  , 0.054256892693785 , 18.496347289205016 ,            47.0,        13.0
498489451954573312,               3,               1,             1,              3,   448.1833333333333   ,                 1,             3,                          ,                   ,                    ,                ,          
498491047329402880,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498492003903356928,              17,               6,            12,             17,   364.81666666666666  ,                 6,             9,       16.032231884256554 , 0.030838115575388 , 10.479448213230617 ,            17.0,         9.0
498492636630896640,              15,               5,            11,             15,   373.81666666666666  ,                 5,             6,       14.146760152682122 , 0.0401017353361579, 3.430247963887839  ,            15.0,         6.0
498494758814109696,              18,               1,             2,             18,   183.08333333333331  ,                 6,            11,       15.99306600649691  , 0.0396694758225611, 72.24797089508903  ,            18.0,        11.0
498495764486950912,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498497371899449344,               8,               7,             8,              8,    25.58333333333333  ,                 7,             2,                          ,                   ,                    ,                ,          
498497395198799872,               9,               3,             6,              9,   599.7833333333333   ,                 3,             7,        8.846471195790874 , 0.0177609899794207, 24.639213413771152 ,             9.0,         7.0
498498431271190528,              11,               4,            10,             11,   117.46666666666668  ,                 4,             6,       10.772430739576487 , 0.0720411204665544, 6.788210788533247  ,            11.0,         6.0
498499795192143872,              26,               5,             7,             25,  2043.1333333333332   ,                 5,            15,       26.58835234267305  , 0.0032783713124273, 333.57110030419506 ,            26.0,        15.0
498499836900278272,              36,               7,             9,             35,  1517.5166666666669   ,                10,             9,       36.055127926443525 , 0.0072681876916805, 233.2676043525246  ,            36.0,         9.0
498500813845966848,               8,               3,             4,              7, 12491.9               ,                 3,             6,        8.018789928971186 , 0.0025756730158976, 111.53561560121786 ,             8.0,         6.0
498504673339666432,              13,               3,             7,             12,  1660.8333333333333   ,                 4,             7,       12.457087354753323 , 0.0303301059286671, 30.453838724896247 ,            13.0,         7.0
498504707393220608,               1,               1,             1,              1,     0.0               ,                 1,             1,                          ,                   ,                    ,                ,          
498506343368519680,               3,               2,             3,              3,    24.366666666666667 ,                 2,             2,                          ,                   ,                    ,                ,          
498507434693246977,               6,               5,             6,              6,    29.48333333333333  ,                 5,             2,                          ,                   ,                    ,                ,          
498507730395484160,              48,               1,            12,             42,  2606.1666666666665   ,                 8,            22,       46.21824564649476  , 0.0153862987906283, 1320.9847059873546 ,            48.0,        22.0
498508707244683264,              13,               4,             6,             13,   424.1333333333333   ,                 4,             9,       13.294221049619567 , 0.0080220307866217, 66.3193841008001   ,            13.0,         9.0
498510381774819330,              15,               3,             3,             13,  5599.133333333333    ,                 3,            13,       14.707614074871229 , 0.0066833433631183, 235.20002632660317 ,            15.0,        13.0
498512372584415232,               7,               2,             4,              7,   453.78333333333336  ,                 2,             6,        6.509424168484592 , 0.0268553938997759, 23.729801802685248 ,             7.0,         6.0
498512590260023296,             218,               6,            87,            218,   234.86666666666667  ,                27,            21,      232.1396786828899   , 0.0187437513143031, 99.44159517333588  ,           218.0,        21.0
498515980205948928,             101,               2,             3,             82,  7339.966666666666    ,                14,            27,       90.70931101047934  , 0.0341871171317991, 283.56540862647284 ,           101.0,        27.0
498524570593140736,               4,               1,             3,              3,  1602.5333333333333   ,                 1,             4,        4.025371458793146 , 0.0390210851140674, 31.68246234373021  ,             4.0,         4.0
498527404386578432,              30,               1,             2,             20,  6419.833333333333    ,                 4,            21,       25.89136826632836  , 0.0095792484496885, 647.4667809351707  ,            30.0,        21.0
498529979672842241,              47,               3,             6,             36,  8332.7               ,                 4,            30,       40.95486836981157  , 0.0042146860057477, 466.9049836045826  ,            47.0,        30.0
498530293116968960,              21,               6,            10,             17,  5543.5               ,                 6,            14,       19.285807673605373 , 0.0035433718022053, 117.65433770970918 ,            21.0,        14.0
