sourceTweetID,total_reactions,reactions_10min,reactions_20min,reactions_30min,reactions_45min,reactions_1hr,reactions_3hr,reactions_24hr,lifespan_minutes,max_bin_reactions,num_time_bins,K,r,t0,final_reactions,data_points,text_length,num_mentions,num_hashtags,num_urls,source_platform,hour_of_day,day_of_week,is_weekend,created_at_iso,user_id,followers_count,friends_count,statuses_count,favourites_count,verified,default_profile_image,geo_enabled,account_age_days,event
498255721260400640,24,12,12,12,18,18,24,24,166.83333333333334,16,7,175256.33874042096,0.0020948481357186,4431.501622523438,24.0,7.0,134,1,1,0, Twitter for iPhone          ,23,5,1, 2014-08-09T23:53:15+00:00,27801824,2623,683,390,4,0,0,1,1957, ferguson-all-rnr-threads         
498255816034893824,168,6,6,6,6,6,18,102,3030.25,56,30,150.5999878727291,0.0017249252668418,546.6849165650416,168.0,30.0,139,0,1,0, Twitter for Android         ,23,5,1, 2014-08-09T23:53:38+00:00,24340340,853,1896,21686,13722,0,0,0,1974, ferguson-all-rnr-threads         
498256407980826625,84,36,54,54,54,60,78,84,349.65,56,18,83.29641337180612,0.0112927104248652,-59.83354612301007,84.0,18.0,106,0,2,0, Tweetbot for iΟS            ,23,5,1, 2014-08-09T23:55:59+00:00,158561160,67670,1068,27011,392,1,0,0,1508, ferguson-all-rnr-threads         
498259432237969408,60,12,12,24,48,48,54,60,963.3666666666668,33,9,57.26296918453762,0.0369025437804013,-5.960857988520096,60.0,9.0,89,0,1,0, iOS                         ,0,6,1, 2014-08-10T00:08:00+00:00,14090948,106856,1041,12607,1299,1,0,1,2347, ferguson-all-rnr-threads         
498259903962570752,96,18,24,30,30,42,54,90,1788.5,33,30,90.70677479223929,0.0052810089324293,73.087186269735,96.0,30.0,60,0,1,0, Twitter Web Client          ,0,6,1, 2014-08-10T00:09:52+00:00,46822887,25565,1593,212667,10463,0,0,1,1883, ferguson-all-rnr-threads         
498262106937237504,114,18,24,36,54,60,96,114,261.8,48,20,118.41188746313006,0.0130363800833896,31.721798490305293,114.0,20.0,124,0,1,0, iOS                         ,0,6,1, 2014-08-10T00:18:38+00:00,14090948,101151,1031,12497,1286,1,0,1,2347, ferguson-all-rnr-threads         
498263598062661633,60,6,18,18,24,24,24,42,2120.55,19,19,53.62244663818901,0.0043901478678154,113.8821003984918,60.0,19.0,126,0,1,0, Twitter for iPhone          ,0,6,1, 2014-08-10T00:24:33+00:00,26514376,224676,40494,25071,8432,1,0,0,1963, ferguson-all-rnr-threads         
498264107460870144,624,66,90,120,144,144,162,168,3142.2166666666667,121,30,748.6068608842992,0.0138658202318456,3002.605246912219,624.0,30.0,140,0,1,0, Twitter for iPad            ,0,6,1, 2014-08-10T00:26:35+00:00,16948493,118486,207,18113,24,0,0,1,2115, ferguson-all-rnr-threads         
498264393185239040,114,60,66,72,84,96,114,114,64.1,82,8,3762636.28755784,0.0056944820727312,1894.4054664022444,114.0,8.0,119,0,1,0, Twitter for iPhone          ,0,6,1, 2014-08-10T00:27:43+00:00,26514376,224685,40513,25073,8434,1,0,0,1963, ferguson-all-rnr-threads         
498265095559184384,114,18,18,18,24,48,90,114,1245.9833333333331,36,18,109.3418753567546,0.0187195334708687,46.014346251763925,114.0,18.0,140,1,1,0, Twitter Web Client          ,0,6,1, 2014-08-10T00:30:30+00:00,325340909,19351,6971,49899,0,0,0,0,1138, ferguson-all-rnr-threads         
498265555833720832,6,6,6,6,6,6,6,6,0.0,6,1,,,,,,139,0,2,0, Twitter for Android         ,0,6,1, 2014-08-10T00:32:20+00:00,632633631,183,272,3786,2115,0,0,0,759, ferguson-all-rnr-threads         
498267196833808384,90,18,36,36,36,48,90,90,153.56666666666666,44,14,98.50199458086682,0.0172654370786258,21.313644592676265,90.0,14.0,124,0,1,0, Twitter Web Client          ,0,6,1, 2014-08-10T00:38:51+00:00,283235743,49955,5300,6766,8057,0,0,0,1211, ferguson-all-rnr-threads         
498268463639851008,42,6,12,18,18,18,30,30,1754.3333333333333,17,12,37.99999999999128,0.1,765.0,42.0,12.0,109,0,2,0, Twitter Web Client          ,0,6,1, 2014-08-10T00:43:53+00:00,16055389,5496,1491,157250,6567,0,0,0,2170, ferguson-all-rnr-threads         
498269289812856832,24,18,18,18,18,18,24,24,84.48333333333333,19,4,435758.5147741939,0.0029838543364139,3374.9401853747054,24.0,4.0,134,0,2,0, Twitter Web Client          ,0,6,1, 2014-08-10T00:47:10+00:00,16055389,5486,1491,157067,6561,0,0,0,2170, ferguson-all-rnr-threads         
498269365175721984,6,6,6,6,6,6,6,6,0.0,6,1,,,,,,124,0,2,0, Twitter Web Client          ,0,6,1, 2014-08-10T00:47:28+00:00,283235743,49956,5300,6766,8057,0,0,0,1211, ferguson-all-rnr-threads         
498269636551798784,6,6,6,6,6,6,6,6,0.0,6,1,,,,,,128,0,2,0, Twitter for iPhone          ,0,6,1, 2014-08-10T00:48:33+00:00,176165009,2759,513,44736,998,0,0,0,1462, ferguson-all-rnr-threads         
498269697453084672,258,6,36,54,60,60,102,192,3136.833333333333,53,54,269.9659542520119,0.0017389179575618,648.9843155888695,258.0,54.0,131,0,2,0, Twitter for iPhone          ,0,6,1, 2014-08-10T00:48:47+00:00,30599768,232,391,827,4328,0,0,1,1945, ferguson-all-rnr-threads         
498271531386953728,6,6,6,6,6,6,6,6,0.0,6,1,,,,,,134,0,1,0, Twitter for iPhone          ,0,6,1, 2014-08-10T00:56:05+00:00,2283020590,237,198,6685,3046,0,0,1,206, ferguson-all-rnr-threads         
498271954185379840,54,12,18,18,18,24,42,54,540.8,22,19,52.65199146795369,0.0098635696453779,42.04391452946495,54.0,19.0,108,0,1,1, Twitter Web Client          ,0,6,1, 2014-08-10T00:57:45+00:00,47475039,28538,1108,22737,21279,0,0,0,1881, ferguson-all-rnr-threads         
498272080564334592,84,18,42,72,78,78,78,84,702.7,61,9,81.33799535763166,0.064098585253501,-15.891635353128516,84.0,9.0,143,0,2,1, Echofon                     ,0,6,1, 2014-08-10T00:58:16+00:00,23831448,10268,416,44927,2111,0,0,0,1977, ferguson-all-rnr-threads         
498272309535191041,54,18,42,48,48,48,54,54,112.5,43,7,52.78196280627464,0.0415576200493159,-37.540173816063245,54.0,7.0,107,0,1,0, Twitter Web Client          ,0,6,1, 2014-08-10T00:59:10+00:00,15890403,605,264,18617,652,0,0,1,2182, ferguson-all-rnr-threads         
498272364560257025,54,18,18,18,24,24,48,54,238.4,25,18,67.58304122748247,0.0087927137868745,73.25070680594418,54.0,18.0,141,0,1,0, Twitter for iPhone          ,0,6,1, 2014-08-10T00:59:23+00:00,30599768,232,392,827,4350,0,0,1,1945, ferguson-all-rnr-threads         
498273703428620289,36,12,12,12,12,12,30,36,733.5333333333333,15,7,35.7687764425445,0.0202241959825397,27.35430178695007,36.0,7.0,139,0,2,0, Twitter for iPhone          ,1,6,1, 2014-08-10T01:04:43+00:00,14090948,100278,1031,12480,1283,1,0,1,2347, ferguson-all-rnr-threads         
498274493337702401,42,12,18,18,30,30,36,36,4335.2,24,8,41.56806702254183,0.024480880748994,-9.372528463574536,42.0,8.0,136,0,2,0, Twitter for iPhone          ,1,6,1, 2014-08-10T01:07:51+00:00,1865386620,88,555,75,7,0,0,0,329, ferguson-all-rnr-threads         
498274692873351170,114,60,72,78,96,108,114,114,67.4,88,8,934890.166395662,0.0047241823626388,1966.2522612593164,114.0,8.0,113,0,2,0, Twitter Web Client          ,1,6,1, 2014-08-10T01:08:38+00:00,24165761,133563,127,28255,19845,1,0,1,1975, ferguson-all-rnr-threads         
498274934553317376,48,6,30,48,48,48,48,48,28.58333333333333,38,3,,,,,,132,0,1,1, Twitter Web Client          ,1,6,1, 2014-08-10T01:09:36+00:00,304695261,911,279,17488,1869,0,0,0,1173, ferguson-all-rnr-threads         
498274948772024321,78,24,30,36,36,42,48,72,7462.516666666666,36,24,71.47923163648437,0.0065315611250752,-14.763287203703165,78.0,24.0,74,0,1,0, TweetDeck                   ,1,6,1, 2014-08-10T01:09:39+00:00,24165761,133571,127,28254,19845,1,0,1,1975, ferguson-all-rnr-threads         
498275621651636224,36,24,24,24,24,24,36,36,92.1,26,5,719278.1365279563,0.0038024647741244,2702.139634836923,36.0,5.0,135,0,1,0, Twitter Web Client          ,1,6,1, 2014-08-10T01:12:20+00:00,304695261,871,280,17104,1843,0,0,0,1173, ferguson-all-rnr-threads         
498276304635322368,114,108,108,108,108,108,114,114,169.51666666666668,109,5,65757.40424355496,0.0002146392071101,29840.94427924819,114.0,5.0,93,0,1,0, TweetDeck                   ,1,6,1, 2014-08-10T01:15:03+00:00,24165761,133577,127,28256,19845,1,0,1,1975, ferguson-all-rnr-threads         
498276354434277376,78,18,18,18,24,36,42,66,4350.55,26,23,76.13489493025327,0.0015627834837243,181.3822218466093,78.0,23.0,132,0,1,0, Twitter Web Client          ,1,6,1, 2014-08-10T01:15:15+00:00,325340909,19310,6968,49858,0,0,0,0,1138, ferguson-all-rnr-threads         
498276771226451968,204,60,90,114,120,120,168,192,2149.25,112,38,188.7468908533208,0.0107236691628401,-42.47466380323318,204.0,38.0,138,0,1,0, TweetDeck                   ,1,6,1, 2014-08-10T01:16:54+00:00,24165761,133531,127,28252,19846,1,0,1,1975, ferguson-all-rnr-threads         
498277197581664256,24,18,18,18,18,18,24,24,115.36666666666666,19,5,431480.7791993611,0.0021535905936823,4671.698083709748,24.0,5.0,118,0,5,0, Twitter for iPhone          ,1,6,1, 2014-08-10T01:18:36+00:00,69940000,8260,1020,19995,9,0,0,0,1806, ferguson-all-rnr-threads         
498277674692149248,114,54,84,96,108,108,114,114,63.516666666666666,94,7,119.3213387053568,0.0273689087581456,-48.17013280667726,114.0,7.0,136,0,2,0, Twitter for iPhone          ,1,6,1, 2014-08-10T01:20:29+00:00,119972954,9021,1906,239221,5782,0,0,0,1618, ferguson-all-rnr-threads         
498277678706077696,48,6,6,6,12,12,12,42,3929.75,9,18,45.64522994217549,0.0088508572571242,1197.620387740782,48.0,18.0,133,0,2,0, Twitter for Android         ,1,6,1, 2014-08-10T01:20:30+00:00,351934556,1540,1999,27856,4656,0,0,1,1096, ferguson-all-rnr-threads         
498278882244853760,96,18,30,42,42,72,96,96,132.43333333333334,50,12,101.9619735831544,0.0235602603710966,7.440453698463678,96.0,12.0,139,0,2,0, Twitter for iPhone          ,1,6,1, 2014-08-10T01:25:17+00:00,14090948,101112,1031,12497,1286,1,0,1,2347, ferguson-all-rnr-threads         
498279420885360641,90,6,12,12,18,18,30,90,872.4333333333333,25,22,86.65606668245552,0.0085070819039162,202.09759618748964,90.0,22.0,113,0,1,0, Twitter for Android         ,1,6,1, 2014-08-10T01:27:26+00:00,20351594,13825,2399,15601,883,0,0,1,2008, ferguson-all-rnr-threads         
498280074941313024,36,18,18,36,36,36,36,36,28.933333333333334,30,2,,,,,,117,0,2,0, iOS                         ,1,6,1, 2014-08-10T01:30:02+00:00,14090948,106316,1041,12585,1299,1,0,1,2347, ferguson-all-rnr-threads         
498280126254428160,30,18,24,24,24,24,30,30,171.7,24,7,225572.99768828967,0.0010668374089551,8573.419214012749,30.0,7.0,97,0,1,0, TweetDeck                   ,1,6,1, 2014-08-10T01:30:14+00:00,24165761,133561,127,28255,19845,1,0,1,1975, ferguson-all-rnr-threads         
498280730070622209,54,12,18,18,18,24,48,54,204.21666666666667,23,13,56.1588837846343,0.0208772054012223,32.13949280104286,54.0,13.0,133,0,1,0, iOS                         ,1,6,1, 2014-08-10T01:32:38+00:00,14090948,106268,1041,12585,1299,1,0,1,2347, ferguson-all-rnr-threads         
498281104865259521,48,6,12,12,18,18,30,48,751.3333333333334,16,18,46.95076399798333,0.0088864965995109,81.4388480945934,48.0,18.0,35,0,1,0, Echofon                     ,1,6,1, 2014-08-10T01:34:07+00:00,18610936,960143,1668,36303,124,1,0,0,2043, ferguson-all-rnr-threads         
498281812821803008,48,18,18,36,36,48,48,48,56.71666666666667,34,6,102.5178812737298,0.0108963800102518,63.42298667667352,48.0,6.0,81,0,1,1, Vine - Make a Scene         ,1,6,1, 2014-08-10T01:36:56+00:00,14090948,99640,1030,12455,1277,1,0,1,2347, ferguson-all-rnr-threads         
498281886603411456,108,24,30,30,36,36,84,96,1555.3,40,24,103.76728950359782,0.0138087266270909,49.57765894720778,108.0,24.0,138,0,1,0, Twitter Web Client          ,1,6,1, 2014-08-10T01:37:14+00:00,325265073,14865,1361,74377,2293,0,0,0,1139, ferguson-all-rnr-threads         
498283038338711552,156,54,66,96,114,126,156,156,138.66666666666666,102,12,159.09469863630238,0.0275943538190416,-16.9374507014487,156.0,12.0,65,0,1,1, Vine - Make a Scene         ,1,6,1, 2014-08-10T01:41:48+00:00,14090948,106590,1041,12597,1299,1,0,1,2347, ferguson-all-rnr-threads         
498283233982025728,78,48,60,60,60,60,78,78,178.85,61,10,1167615.033698515,0.0013588463602952,7257.330526546732,78.0,10.0,111,0,1,0, Twitter for iPhone          ,1,6,1, 2014-08-10T01:42:35+00:00,193395018,58285,4175,54841,8149,0,0,0,1418, ferguson-all-rnr-threads         
498283586425200640,108,6,6,6,6,6,48,108,255.66666666666663,27,21,250.12775761715952,0.0114981835519525,275.9270560481274,108.0,21.0,119,0,1,0, Twitter for iPhone          ,1,6,1, 2014-08-10T01:43:59+00:00,15951166,5914,4785,47271,682,0,0,0,2178, ferguson-all-rnr-threads         
498284302128668672,204,90,138,138,138,144,180,204,1301.1,138,27,194.73053242982985,0.0097978046286426,-94.48890970913024,204.0,27.0,139,0,1,0, Twitter Web Client          ,1,6,1, 2014-08-10T01:46:49+00:00,24165761,133565,127,28255,19845,1,0,1,1975, ferguson-all-rnr-threads         
498284334806495233,72,42,66,66,72,72,72,72,34.05,65,4,73.03568250121701,0.0631139332007574,-33.33772391971578,72.0,4.0,67,0,1,1, Vine - Make a Scene         ,1,6,1, 2014-08-10T01:46:57+00:00,14090948,104056,1032,12538,1294,1,0,1,2347, ferguson-all-rnr-threads         
498284429333524480,354,60,186,252,324,330,348,354,1411.15,250,14,349.1693397088469,0.0504933769178505,-17.261811166431563,354.0,14.0,137,0,2,0, Twitter for iPhone          ,1,6,1, 2014-08-10T01:47:20+00:00,119972954,9005,1906,239173,5780,0,0,0,1618, ferguson-all-rnr-threads         
498285405142540289,264,78,90,114,150,174,240,264,817.6833333333333,141,29,256.4105372792273,0.0124386944311466,-19.4829375961736,264.0,29.0,97,0,2,0, Twitter for iPhone          ,1,6,1, 2014-08-10T01:51:12+00:00,14090948,102681,1031,12526,1293,1,0,1,2347, ferguson-all-rnr-threads         
498285529704976385,24,12,12,12,12,12,18,18,1564.2,13,7,26597.03803885321,0.0002255210424292,33163.065730629314,24.0,7.0,123,0,1,0, Twitter for Mac             ,1,6,1, 2014-08-10T01:51:42+00:00,19209645,2076,585,47127,39,0,0,0,2028, ferguson-all-rnr-threads         
498285556502372352,54,18,18,18,24,36,42,42,1471.3666666666666,26,10,52.39235245264207,0.0193504633015659,6.681011781698944,54.0,10.0,75,0,1,0, Twitter Web Client          ,1,6,1, 2014-08-10T01:51:49+00:00,325340909,19315,6969,49859,0,0,0,0,1138, ferguson-all-rnr-threads         
498285782512050176,24,6,6,12,12,12,18,24,583.8833333333333,11,9,23.51761978959548,0.00537730654124,7.83672908695616,24.0,9.0,131,1,1,1, Twitter Web Client          ,1,6,1, 2014-08-10T01:52:42+00:00,47475039,28175,1105,22672,21245,0,0,0,1881, ferguson-all-rnr-threads         
498286045843435521,42,6,6,6,6,12,18,30,1969.9333333333327,9,20,130.6857767381007,0.0007325996011165,3045.930276860113,42.0,20.0,138,0,2,0, Twitter for iPhone          ,1,6,1, 2014-08-10T01:53:45+00:00,18841425,3249,1251,24241,3272,0,0,0,2037, ferguson-all-rnr-threads         
498286202077085696,6,6,6,6,6,6,6,6,0.0,6,1,,,,,,133,0,1,0, Twitter for Mac             ,1,6,1, 2014-08-10T01:54:22+00:00,19209645,2077,584,47112,38,0,0,0,2028, ferguson-all-rnr-threads         
498286281894682624,48,12,24,36,36,42,42,48,807.25,32,10,45.2700492960793,0.0356121427091313,-23.66166989824753,48.0,10.0,88,0,1,0, Twitter Web Client          ,1,6,1, 2014-08-10T01:54:41+00:00,35866054,1731,1694,97335,1840,0,0,1,1930, ferguson-all-rnr-threads         
498286918011224065,6,6,6,6,6,6,6,6,0.0,6,1,,,,,,115,0,1,0, Twitter for Mac             ,1,6,1, 2014-08-10T01:57:13+00:00,19209645,2076,585,47144,39,0,0,0,2028, ferguson-all-rnr-threads         
498287166909579264,108,42,60,66,78,90,102,108,251.0833333333333,73,14,106.19813084795652,0.021847258246282,-33.30391457326388,108.0,14.0,136,1,1,0, Twitter Web Client          ,1,6,1, 2014-08-10T01:58:12+00:00,24165761,133567,127,28255,19845,1,0,1,1975, ferguson-all-rnr-threads         
498287947301814274,108,42,42,48,54,60,108,108,109.86666666666666,59,11,7260061.687477343,0.0068355883100401,1730.0723791500748,108.0,11.0,138,0,1,0, Twitter for iPhone          ,2,6,1, 2014-08-10T02:01:19+00:00,15644999,51320,987,35812,10249,1,0,0,2202, ferguson-all-rnr-threads         
498289596463980544,480,48,192,306,372,408,474,480,1098.4333333333334,300,13,479.78103306337954,0.0365817110218953,-12.520578331303456,480.0,13.0,80,0,1,0, Twitter Web Client          ,2,6,1, 2014-08-10T02:07:52+00:00,1360789357,415,574,14994,2903,0,0,1,479, ferguson-all-rnr-threads         
498290802255466498,6,6,6,6,6,6,6,6,0.0,6,1,,,,,,103,1,1,0, Twitter for Android         ,2,6,1, 2014-08-10T02:12:39+00:00,145415898,4764,2035,142713,1245,0,0,1,1544, ferguson-all-rnr-threads         
498291267756130305,96,12,18,30,30,30,78,90,3514.5,33,19,89.84344771187827,0.0197286153410603,29.509431828680075,96.0,19.0,111,0,3,0, Echofon                     ,2,6,1, 2014-08-10T02:14:30+00:00,23831448,10151,416,44861,2106,0,0,0,1977, ferguson-all-rnr-threads         
498292200955195392,72,42,42,42,66,66,72,72,171.45,55,9,70.32542152047367,0.0337045613066801,-36.19273532145714,72.0,9.0,83,0,1,0, Twitter for iPhone          ,2,6,1, 2014-08-10T02:18:13+00:00,534675241,25400,1849,16722,2774,0,0,1,869, ferguson-all-rnr-threads         
498292317296812032,288,18,24,30,30,48,66,288,1226.5333333333333,56,45,295.43241677416665,0.0054447056823439,311.4961343379777,288.0,45.0,142,0,1,0, Twitter Web Client          ,2,6,1, 2014-08-10T02:18:40+00:00,12004852,3592,2590,118008,32616,0,0,1,2405, ferguson-all-rnr-threads         
498292602861400064,108,6,6,6,18,24,30,54,14496.533333333333,15,42,91.4326157853669,0.0004291511027572,1547.7347110943522,108.0,42.0,118,0,2,0, Twitter for Android         ,2,6,1, 2014-08-10T02:19:49+00:00,2286821737,102,101,490,357,0,0,0,210, ferguson-all-rnr-threads         
498292628455034882,24,6,6,6,6,6,6,6,8035.2,6,11,21.810690636130204,0.0007233711643942,1425.8857212828193,24.0,11.0,106,1,2,0, Tweetbot for iΟS            ,2,6,1, 2014-08-10T02:19:55+00:00,52154385,917,414,98987,2536,0,0,0,1867, ferguson-all-rnr-threads         
498292732159619072,36,12,12,12,24,24,24,24,4603.85,18,10,540106.1347031945,0.0001022446717836,99813.22647391049,36.0,10.0,134,0,2,1, Vine - Make a Scene         ,2,6,1, 2014-08-10T02:20:19+00:00,31517981,839,223,21576,415,0,0,1,1942, ferguson-all-rnr-threads         
498293625420148736,24,24,24,24,24,24,24,24,6.833333333333333,24,1,,,,,,138,1,2,0, TweetDeck                   ,2,6,1, 2014-08-10T02:23:52+00:00,132275243,1100,713,55583,2115,0,0,0,1580, ferguson-all-rnr-threads         
498293668655423488,234,90,114,144,156,168,234,234,162.25,151,17,243.78624103336705,0.0188453067592222,-19.46077318855648,234.0,17.0,93,0,1,0, TweetDeck                   ,2,6,1, 2014-08-10T02:24:03+00:00,24165761,133545,127,28252,19846,1,0,1,1975, ferguson-all-rnr-threads         
498294248488574976,36,24,24,24,24,24,36,36,88.81666666666666,26,4,1088836.334415991,0.0042490591900593,2515.209755684413,36.0,4.0,138,1,1,0, Twitter for iPhone          ,2,6,1, 2014-08-10T02:26:21+00:00,14090948,99731,1030,12455,1277,1,0,1,2347, ferguson-all-rnr-threads         
498294367405477888,114,18,60,96,114,114,114,114,34.6,86,4,163.99752716643962,0.0257332863828901,-2.9494888917887074,114.0,4.0,138,0,2,0, TweetDeck                   ,2,6,1, 2014-08-10T02:26:49+00:00,472778354,6238,199,20139,75,0,0,1,928, ferguson-all-rnr-threads         
498294764718915586,6,6,6,6,6,6,6,6,0.0,6,1,,,,,,140,0,1,0, Twitter Web Client          ,2,6,1, 2014-08-10T02:28:24+00:00,237606548,2608,737,75025,10172,0,0,0,1304, ferguson-all-rnr-threads         
498294775649665024,24,6,6,6,18,18,24,24,138.45,13,7,23.82401170065345,0.0260229264539337,-3.61742689705863,24.0,7.0,102,1,1,0, Twitter for Android         ,2,6,1, 2014-08-10T02:28:27+00:00,42938207,198936,163522,124466,1674,0,0,1,1900, ferguson-all-rnr-threads         
498294815579467777,48,18,18,18,24,30,30,48,1311.7166666666667,23,15,44.85764293513856,0.0051771219496038,-42.71185159802371,48.0,15.0,85,0,1,0, TweetDeck                   ,2,6,1, 2014-08-10T02:28:36+00:00,14267557,7075,1012,36879,12,0,0,1,2322, ferguson-all-rnr-threads         
498296205777326080,114,72,96,102,102,102,108,114,188.1833333333333,97,7,116.00179428774013,0.0126819510109898,-134.73356804417276,114.0,7.0,140,0,1,0, Twitter for iPhone          ,2,6,1, 2014-08-10T02:34:08+00:00,14090948,104526,1034,12544,1294,1,0,1,2347, ferguson-all-rnr-threads         
498297336968515584,6,6,6,6,6,6,6,6,0.0,6,1,,,,,,125,0,1,0, Twitter for iPhone          ,2,6,1, 2014-08-10T02:38:37+00:00,719288724,651,1664,8719,3225,0,0,1,743, ferguson-all-rnr-threads         
498298040881782785,138,54,66,66,78,78,102,114,26719.5,74,31,134.82820007833632,0.0004029560089503,-2113.9581129974613,138.0,31.0,140,1,3,0, Echofon                     ,2,6,1, 2014-08-10T02:41:25+00:00,18610936,960089,1668,36302,124,1,0,0,2043, ferguson-all-rnr-threads         
498300128088694786,18,6,6,6,6,6,6,6,1491.2166666666667,6,6,110385.33345802616,0.0106614278718869,2309.739938082786,18.0,6.0,139,0,1,0, Twitter Web Client          ,2,6,1, 2014-08-10T02:49:43+00:00,30599768,231,391,822,4278,0,0,1,1945, ferguson-all-rnr-threads         
498300256678076417,54,48,48,48,54,54,54,54,34.7,51,3,,,,,,57,0,1,1, Vine - Make a Scene         ,2,6,1, 2014-08-10T02:50:13+00:00,14090948,108028,1041,12634,1300,1,0,1,2347, ferguson-all-rnr-threads         
498300832648273920,126,24,42,42,48,48,84,108,3491.95,48,32,117.7550936916442,0.0087737040835935,57.81888562879887,126.0,32.0,64,0,1,1, Vine - Make a Scene         ,2,6,1, 2014-08-10T02:52:31+00:00,14090948,106143,1041,12585,1299,1,0,1,2347, ferguson-all-rnr-threads         
498300897051807744,60,18,18,18,18,18,24,60,894.65,19,27,233.0536179234989,0.0014790718350391,1602.4179536207655,60.0,27.0,139,1,1,1, Twitter Web Client          ,2,6,1, 2014-08-10T02:52:46+00:00,84014340,56452,36050,15331,674,0,0,1,1753, ferguson-all-rnr-threads         
498301635756838912,36,24,30,36,36,36,36,36,28.58333333333333,33,3,,,,,,66,0,1,1, Vine - Make a Scene         ,2,6,1, 2014-08-10T02:55:42+00:00,14090948,103006,1031,12533,1294,1,0,1,2347, ferguson-all-rnr-threads         
498301902048997377,246,48,108,126,126,132,162,234,1959.65,117,46,248.3382518725343,0.0018956217980636,-104.84224223360027,246.0,46.0,117,0,1,0, Twitter for iPhone          ,2,6,1, 2014-08-10T02:56:46+00:00,19088288,18477,18502,144718,33276,0,0,0,2031, ferguson-all-rnr-threads         
498302254190166016,6,6,6,6,6,6,6,6,0.0,6,1,,,,,,92,0,1,0, Twitter for iPhone          ,2,6,1, 2014-08-10T02:58:10+00:00,14090948,103894,1031,12535,1294,1,0,1,2347, ferguson-all-rnr-threads         
498302603034640384,18,6,6,6,6,6,6,12,3868.616666666667,6,9,16.91092950499932,0.0007511358261737,846.4769014665125,18.0,9.0,138,1,2,0, TweetDeck                   ,2,6,1, 2014-08-10T02:59:33+00:00,354356571,1342,1636,8320,431,0,0,1,1092, ferguson-all-rnr-threads         
