sourceTweetID,total_reactions,reactions_10min,reactions_20min,reactions_30min,reactions_45min,reactions_1hr,reactions_3hr,reactions_24hr,lifespan_minutes,max_bin_reactions,num_time_bins,K,r,t0,final_reactions,data_points
498291267756130305,96,12,18,30,30,30,78,90,3514.5,33,19,89.84344771187827,0.0197286153410603,29.509431828680075,96.0,19.0
498292200955195392,72,42,42,42,66,66,72,72,171.45,55,9,70.32542152047367,0.0337045613066801,-36.19273532145714,72.0,9.0
498292317296812032,288,18,24,30,30,48,66,288,1226.5333333333333,56,45,295.43241677416665,0.0054447056823439,311.4961343379777,288.0,45.0
498292602861400064,108,6,6,6,18,24,30,54,14496.533333333333,15,42,91.4326157853669,0.0004291511027572,1547.7347110943522,108.0,42.0
498292628455034882,24,6,6,6,6,6,6,6,8035.2,6,11,21.810690636130204,0.0007233711643942,1425.8857212828193,24.0,11.0
498292732159619072,36,12,12,12,24,24,24,24,4603.85,18,10,540106.1347031945,0.0001022446717836,99813.22647391049,36.0,10.0
498293625420148736,24,24,24,24,24,24,24,24,6.833333333333333,24,1,,,,,
498293668655423488,234,90,114,144,156,168,234,234,162.25,151,17,243.78624103336705,0.0188453067592222,-19.46077318855648,234.0,17.0
498294248488574976,36,24,24,24,24,24,36,36,88.81666666666666,26,4,1088836.334415991,0.0042490591900593,2515.209755684413,36.0,4.0
498294367405477888,114,18,60,96,114,114,114,114,34.6,86,4,163.99752716643962,0.0257332863828901,-2.9494888917887074,114.0,4.0
498294764718915586,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498294775649665024,24,6,6,6,18,18,24,24,138.45,13,7,23.82401170065345,0.0260229264539337,-3.61742689705863,24.0,7.0
498294815579467777,48,18,18,18,24,30,30,48,1311.7166666666667,23,15,44.85764293513856,0.0051771219496038,-42.71185159802371,48.0,15.0
498296205777326080,114,72,96,102,102,102,108,114,188.1833333333333,97,7,116.00179428774013,0.0126819510109898,-134.73356804417276,114.0,7.0
498297336968515584,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498298040881782785,138,54,66,66,78,78,102,114,26719.5,74,31,134.82820007833632,0.0004029560089503,-2113.9581129974613,138.0,31.0
498300128088694786,18,6,6,6,6,6,6,6,1491.2166666666667,6,6,110385.33345802616,0.0106614278718869,2309.739938082786,18.0,6.0
498300256678076417,54,48,48,48,54,54,54,54,34.7,51,3,,,,,
498300832648273920,126,24,42,42,48,48,84,108,3491.95,48,32,117.7550936916442,0.0087737040835935,57.81888562879887,126.0,32.0
498300897051807744,60,18,18,18,18,18,24,60,894.65,19,27,233.0536179234989,0.0014790718350391,1602.4179536207655,60.0,27.0
498301635756838912,36,24,30,36,36,36,36,36,28.58333333333333,33,3,,,,,
498301902048997377,246,48,108,126,126,132,162,234,1959.65,117,46,248.3382518725343,0.0018956217980636,-104.84224223360027,246.0,46.0
498302254190166016,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498302603034640384,18,6,6,6,6,6,6,12,3868.616666666667,6,9,16.91092950499932,0.0007511358261737,846.4769014665125,18.0,9.0
498302874531553280,72,6,6,6,12,12,24,66,2215.55,11,32,71.82440255895935,0.0033748821756151,433.1314935795618,72.0,32.0
498303288295817217,114,12,24,30,36,36,48,114,876.35,31,38,11117865.725315738,0.0013397996712996,9493.80915384882,114.0,38.0
498303769915191297,96,48,66,72,78,78,78,84,6757.733333333334,70,12,91.66666666665722,0.1,1090.0,96.0,12.0
498303921430204416,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498304114955419648,18,6,6,6,6,6,6,12,1524.05,6,9,65042.70704604666,0.0006586109503,14162.737781815482,18.0,9.0
498305825341845504,192,6,12,12,12,12,78,150,2798.016666666667,22,42,192.0,0.1,845.0,192.0,42.0
498305851828879368,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498305962726273024,48,12,12,12,18,18,24,42,1700.15,16,20,46.20719905676404,0.0025217967877762,140.94744357136662,48.0,20.0
498308585227431936,30,12,18,18,18,18,24,30,787.9666666666667,18,8,27.033241181670903,0.0137684577601509,-48.44557886835183,30.0,8.0
498310006169538561,228,12,12,12,30,30,162,222,1440.9,43,38,194.12305320594143,0.0267624633322115,62.79830774944217,228.0,38.0
498310720350863362,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498311895716470784,18,6,6,6,6,6,6,12,1463.9333333333334,6,8,10617.286832431331,0.000765328939159,9854.836309285174,18.0,8.0
498313143530303488,120,54,90,102,114,114,114,120,739.95,98,6,119.58767866868584,0.047299444210183,-31.50130858979836,120.0,6.0
498314939359301632,84,6,6,18,30,36,72,84,551.9833333333333,28,14,79.57735517910464,0.0250005901322644,33.51784313170236,84.0,14.0
498316475317239809,66,6,6,6,12,12,24,54,5752.216666666666,11,28,63.77864506204845,0.0020493645506003,588.6945499389335,66.0,28.0
498316826988642304,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498317138554150912,294,72,84,108,126,138,222,246,7993.116666666667,125,38,263.1419822264795,0.0038711109721981,-67.8284577003962,294.0,38.0
498317308771987456,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498318192000118784,114,48,60,66,78,90,102,114,331.21666666666664,74,22,111.66049665895436,0.0123718579738447,-59.555248026860674,114.0,22.0
498318493293772800,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498320854707896321,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498321666267561985,30,6,6,6,6,6,18,30,270.68333333333334,8,13,32.66370592161869,0.0108582551012461,102.67083887224004,30.0,13.0
498322865843109888,36,18,24,30,30,30,30,36,496.15,27,7,206348.1388362808,0.0004346890105216,20485.634184490005,36.0,7.0
498323364197699584,114,24,30,36,36,66,90,114,618.1833333333333,47,28,103.71305039693124,0.0144059952806893,11.098231337066686,114.0,28.0
498325055726559232,96,24,60,72,78,90,96,96,61.56666666666667,70,8,115.7651504509252,0.0181854747547822,-24.64585365928714,96.0,8.0
498340530770939904,150,12,12,12,18,18,30,114,5915.916666666667,18,58,150.0,0.1,860.0,150.0,58.0
498341675476217856,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498345343629541376,114,24,30,30,42,48,48,90,42509.16666666666,37,29,102.96033818441954,0.0024128183692132,171.82256177159542,114.0,29.0
498349598197702656,114,6,12,12,18,18,30,108,4375.566666666667,16,44,112.37556926908437,0.0029963136441971,477.5836456712617,114.0,44.0
498355319979143168,18,18,18,18,18,18,18,18,9.316666666666666,18,1,,,,,
498356729634390016,30,12,18,18,18,18,24,30,785.7333333333333,18,7,27.079572530910337,0.0075244460225989,-93.67783439024323,30.0,7.0
498357910603575296,330,6,6,6,6,6,6,30,6855.833333333333,87,50,859.847690993642,0.0023139159061804,7028.669753842832,330.0,50.0
498401948585181184,66,12,24,24,24,24,36,60,10573.566666666668,24,24,64.06238499124812,0.0042596794425475,108.77870846754998,66.0,24.0
498430783699554305,132,12,18,18,24,24,108,132,362.0833333333333,34,26,125.32708839435986,0.0199745228469433,60.81526531459416,132.0,26.0
498433651835940865,1566,18,54,150,258,420,786,1518,5180.8,281,71,1557.8957874654336,0.0050290449717176,192.29921094609924,1566.0,71.0
498452658605535232,60,18,24,30,36,36,48,60,839.4666666666667,32,16,56.97594271072419,0.0094350944427638,-34.841258665959394,60.0,16.0
498452664527511553,24,6,6,12,12,12,18,24,551.55,11,8,25.42242402744088,0.0049872065285351,39.92075513637835,24.0,8.0
498455001463664640,42,12,12,18,18,18,36,42,497.7,19,11,40.11910308717368,0.0186163586484229,12.197424401749611,42.0,11.0
498457205801488385,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498463591767756800,102,36,48,54,66,72,90,102,456.2166666666666,61,22,98.0915134974519,0.0121999987277124,-42.77527397069761,102.0,22.0
498463733447163905,78,6,6,12,24,24,30,78,758.05,17,22,75.67746126837474,0.0104837890358394,120.96001907092312,78.0,22.0
498466570675716096,204,42,66,78,90,90,120,204,858.3166666666667,81,22,196.75667013632105,0.0059091008163608,46.32006229736355,204.0,22.0
498472666802958336,48,18,30,36,36,48,48,48,49.61666666666667,36,6,1870440.0443504597,0.0064116112993448,1695.6940998530272,48.0,6.0
498473263862149120,42,6,6,6,6,6,42,42,94.0,15,6,102.75581845620904,0.0212351406420016,104.91456327456372,42.0,6.0
498473515302260736,30,6,6,6,6,6,18,30,341.2,8,13,29.735954919789343,0.0165791902134564,139.85932096147843,30.0,13.0
498474035668586497,138,36,48,60,60,78,108,114,2557.75,65,21,131.23182557311102,0.0088096831766826,-2.2942036587233363,138.0,21.0
498474263255330818,96,6,6,6,6,6,18,90,5800.816666666667,14,25,86.42808055707073,0.0095241869309395,271.1823604982573,96.0,25.0
498476761538371584,84,36,48,48,60,66,84,84,100.53333333333332,57,11,103.83235735706376,0.0136154486782836,-10.280641721401878,84.0,11.0
498477164380299264,102,24,36,36,42,42,54,102,846.9,39,26,106.25187361635642,0.0028173170946798,149.92697328992696,102.0,26.0
498477676219600896,168,18,18,18,18,18,48,156,7273.733333333334,47,26,163.57636946350874,0.0267880229392797,528.0376830657758,168.0,26.0
498480344992350209,114,30,36,42,54,54,90,108,20197.783333333333,51,24,103.02343218601813,0.0134799805517467,8.687764894529614,114.0,24.0
498480911243948034,162,18,18,24,24,72,162,162,140.35,53,13,167.98895752386542,0.0447389920374476,36.73766244212806,162.0,13.0
498482619232055296,228,48,72,78,84,90,126,210,1672.7666666666669,83,46,209.89772786882224,0.0062912336077064,59.00536478385855,228.0,46.0
498483031842500608,60,24,30,36,42,42,60,60,136.16666666666666,39,11,1278708.0094991054,0.0029080739788112,3573.582329191054,60.0,11.0
498483279943962625,84,42,54,54,60,60,84,84,97.55,59,7,1209057.2138436006,0.0033993479228965,2925.749927377598,84.0,7.0
498483485133516800,24,6,6,6,6,6,12,18,4707.383333333333,7,10,22.99376294555255,0.0026127013852558,248.95382517700983,24.0,10.0
498483784296448000,42,30,36,36,36,36,36,42,180.2,35,3,,,,,
498486539585069056,36,6,24,24,24,24,30,36,449.1,22,10,39.47667955554825,0.0032903704059598,-115.99822023173596,36.0,10.0
498486826269548545,96,12,18,30,60,60,72,90,3624.483333333333,42,16,93.44720275511698,0.0091662261937506,-9.627954380053673,96.0,16.0
498486850521423872,30,24,24,24,24,24,30,30,100.51666666666668,25,4,267182.89084401133,0.0016889110314193,5505.477438999269,30.0,4.0
498487087105314816,60,12,30,42,60,60,60,60,40.11666666666667,44,5,76.67788449524964,0.0265142224951963,-9.980665368094058,60.0,5.0
498487611963744256,114,42,48,54,54,60,72,114,560.8666666666667,55,23,165.03050488491695,0.0026046926632974,241.2087987005055,114.0,23.0
498487999848800256,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498488195047096320,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498489114384420865,282,60,108,120,210,216,228,282,575.4166666666666,157,27,387.612503008184,0.0016812999894983,0.3165934197119199,282.0,27.0
498489451954573312,18,6,6,6,6,6,6,18,448.1833333333333,6,9,1114158.7002222738,0.0029624212873611,4186.361959006226,18.0,9.0
498491047329402880,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498492003903356928,102,36,42,66,66,72,96,102,364.81666666666666,63,15,100.8963415867769,0.01441588195886,-36.532070026450846,102.0,15.0
498492636630896640,90,30,60,60,66,66,78,90,373.81666666666666,60,13,91.67511351830828,0.0072729210849706,-103.08604299163872,90.0,13.0
498494758814109696,108,6,6,6,6,12,96,108,183.08333333333331,30,17,100.05572350757484,0.0305451680285297,62.1954798746445,108.0,17.0
498495764486950912,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498497371899449344,48,42,42,48,48,48,48,48,25.58333333333333,46,2,,,,,
498497395198799872,54,18,24,24,24,36,48,54,599.7833333333333,29,16,52.0771580875896,0.01269981278963,-16.210085295425923,54.0,16.0
498498431271190528,66,24,36,48,54,60,66,66,117.46666666666668,48,11,66.3679562713242,0.0297590205809002,-31.140181085785876,66.0,11.0
498499795192143872,156,30,30,36,42,42,66,150,2043.1333333333332,41,29,157.0482993292545,0.0031423451450224,303.58025022297625,156.0,29.0
498499836900278272,216,42,54,54,54,54,54,210,1517.5166666666669,52,22,206.98331793936336,0.0090549469527843,210.0531930844868,216.0,22.0
498500813845966848,48,18,18,24,24,24,24,42,12491.9,22,15,45.71158478500981,0.0021547563201896,54.19451455902685,48.0,15.0
498504673339666432,78,18,18,18,42,42,66,72,1660.8333333333333,34,16,72.12499999998718,0.1,585.0,78.0,16.0
498504707393220608,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498506343368519680,18,12,12,18,18,18,18,18,24.366666666666667,16,2,,,,,
498507434693246977,36,30,30,36,36,36,36,36,29.48333333333333,34,2,,,,,
498507730395484160,288,6,30,60,72,72,72,252,2606.1666666666665,52,46,277.86449032277324,0.0132209193874077,1290.2963385945798,288.0,46.0
498508707244683264,78,24,30,30,36,36,48,78,424.1333333333333,34,17,83.60752324581541,0.0062312232206181,53.993516301862016,78.0,17.0
498510381774819330,90,18,18,18,18,18,36,78,5599.133333333333,21,31,85.26771973432892,0.0069391615561863,211.92335408916992,90.0,31.0
498512372584415232,42,12,18,18,18,24,30,42,453.78333333333336,20,15,43.611693790750245,0.005112289480963,0.5277595132179908,42.0,15.0
498512590260023296,1308,36,84,156,402,522,1134,1308,234.86666666666667,389,26,1591.6712756946945,0.0118114001965811,92.30674134548347,1308.0,26.0
498515980205948928,606,12,18,18,18,18,18,492,7339.966666666666,98,53,542.9125687895247,0.0238755096716442,262.87391633791844,606.0,53.0
498524570593140736,24,6,6,6,12,18,18,18,1602.5333333333333,11,10,21.19999999999389,0.1,745.0,24.0,10.0
498527404386578432,180,6,6,12,12,12,12,120,6419.833333333333,29,56,155.56058538235544,0.0095370877332828,637.5592203066998,180.0,56.0
498529979672842241,282,18,36,36,36,36,60,216,8332.7,37,73,247.67313401836125,0.0032611154223918,465.3376426888773,282.0,73.0
498530293116968960,126,36,42,48,54,60,60,102,5543.5,50,32,118.30924628237904,0.0024614006416084,54.49076754852258,126.0,32.0
498530904139378688,12,6,12,12,12,12,12,12,14.6,11,2,,,,,
498530946338258944,84,6,6,6,6,12,36,66,3368.616666666667,12,23,71.35481622753716,0.0094873152399719,132.05529956703157,84.0,23.0
498531639472189441,108,12,24,48,72,90,108,108,68.86666666666666,59,7,207.6419770023771,0.0179209715069215,54.7922627072028,108.0,7.0
498532911143206913,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498535462349582337,270,12,18,24,24,36,132,210,1998.5666666666664,41,65,246.4099487197925,0.0020094071955665,336.0700684658957,270.0,65.0
498541831052083201,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498544167757570049,114,6,6,6,24,24,48,84,3374.8166666666666,22,26,95.89140030004567,0.009365197380029,163.14452658312422,114.0,26.0
498556324868009984,216,6,6,6,12,12,30,204,2962.366666666667,63,41,208.3717465267085,0.0136541980639284,225.57487140369457,216.0,41.0
498560433021026304,138,12,12,12,12,12,24,138,1402.2333333333331,15,37,128.73517331704016,0.0106537021949526,409.5858201899128,138.0,37.0
498575704582148096,90,24,48,60,60,66,84,90,644.5,57,16,87.67668757611561,0.0214623494183359,-26.156609478095717,90.0,16.0
498584409055174656,24,6,6,6,6,6,24,24,178.71666666666667,9,10,28.82973002068594,0.0150504281296716,66.60320264700213,24.0,10.0
498585089828478977,114,30,36,42,48,66,96,114,504.7166666666666,53,22,107.53844409929174,0.0206841356990143,8.477030791837713,114.0,22.0
498586725502173184,30,6,6,6,6,6,6,18,4630.483333333334,12,10,511085.66189804254,0.0001974843387886,54458.46737187688,30.0,10.0
498590686065606657,204,18,24,24,30,48,126,192,11060.45,45,53,189.96182841756308,0.0080942623856999,129.64906622965628,204.0,53.0
498600617645199361,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
498602787614511104,18,6,18,18,18,18,18,18,13.733333333333333,16,2,,,,,
498602798687469568,48,12,18,18,18,30,42,48,327.81666666666666,23,13,46.60907069200047,0.016020832501325,5.015123798985101,48.0,13.0
498602841335169024,36,18,18,18,24,24,24,36,287.6333333333333,21,7,696298.3848717739,0.0015392762127218,6755.126837901833,36.0,7.0
498603999252467713,108,6,6,6,6,18,72,108,1130.6333333333334,19,26,107.85401091441656,0.0156907707589968,115.42156606797936,108.0,26.0
498609222020780033,72,24,24,42,60,60,66,72,209.36666666666667,46,8,70.79539339378704,0.0311474126496883,-20.849875323993334,72.0,8.0
498616975850225664,102,24,54,54,66,78,102,102,178.08333333333334,63,17,105.68226423431388,0.0164046216448569,-24.22384525096199,102.0,17.0
499345010190348288,60,36,36,54,54,60,60,60,59.766666666666666,50,6,61.7667014086481,0.0362449943266086,-40.18470089108412,60.0,6.0
499345023721537536,54,12,12,12,12,12,12,48,8086.683333333333,12,22,48.95031154416798,0.0178194465761389,952.3906129561394,54.0,22.0
499345384024842240,96,48,72,72,78,78,84,96,249.06666666666663,72,11,115.76708327453044,0.0037826767909066,-154.0096326387163,96.0,11.0
499345604297121792,372,36,36,42,42,42,96,372,667.9166666666666,56,37,26272679.40403995,0.0024696816985226,5261.485813233933,372.0,37.0
499346625760751616,318,12,12,18,18,36,180,270,2784.75,46,62,299.65979113957474,0.0023452099708596,177.2153508699305,318.0,62.0
499347831954870274,90,30,48,48,60,60,66,78,13913.1,52,19,87.25372325654426,0.0016616366489011,-385.0342658644696,90.0,19.0
499349252938956800,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
499349294034743297,114,108,114,114,114,114,114,114,10.5,113,2,,,,,
499355083734519808,66,6,24,36,42,42,54,66,205.85,34,10,70.85047361629455,0.012312524664143,-1.849330222866612,66.0,10.0
499357077429817344,54,6,6,6,6,6,30,42,1749.0833333333333,10,16,91.60158927978055,0.0009672609991532,1442.1704740463742,54.0,16.0
499357289363431425,42,6,6,6,6,30,42,42,68.65,16,6,5359138.222989743,0.0201914665749436,643.9404355082274,42.0,6.0
499358869492367360,114,90,96,96,102,108,114,114,77.41666666666667,101,8,,,,,
499359735947087872,96,6,6,6,18,18,36,96,1174.3166666666666,15,36,81.184760165145,0.0084485470364116,174.0238044802814,96.0,36.0
499360134779637761,78,18,36,54,66,66,78,78,146.73333333333332,53,12,75.54956555487173,0.0289065500456516,-30.548174161996148,78.0,12.0
499360762167848960,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
499360784666071040,18,6,6,6,12,12,12,12,1672.5,9,8,33600.36203954182,0.0002704511695997,29931.104554393176,18.0,8.0
499361017038905344,12,6,6,6,6,6,6,12,814.6166666666667,6,5,88293.9948639154,0.0006168259349039,15663.04694611299,12.0,5.0
499361252691681281,6,6,6,6,6,6,6,6,0.0,6,1,,,,,
